Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
333,1.87,1,19,14,0.58,0.64,-1.35,0.5,-0.63,0,0.63,1,89.5,76.6,0.4,0.32,1.82,151518,15384446,10,0
463,5.26,0,19,19,1.86,1,0,1,0,0,0,1,100,100,0,0,5.26,147911,16731859,82,50
537,2.64,1,19,16,0.68,1.24,1.07,1.05,0.49,0,0.18,1,78.9,84.2,0.32,0.38,2.52,152499,18557651,0,0
448,-0.54,1,19,6,0.59,1.6,1.67,2.42,1.5,0,0.1,1,68.4,79.8,0.55,0.49,-0.49,145998,16498453,82,80
477,2.23,1,19,15,0.61,1.22,0.58,1,0.28,0,0.19,1,68.4,80.1,0.36,0.42,2.15,146227,16736915,82,0
15,-4.78,-1,19,0,1.89,0.84,-0.08,0.34,-0.54,0,0.64,1,100,100,0,0,-4.78,143476,12119873,10,40
35,0.97,1,19,11,0.53,1,0.02,0.92,-0.05,0,0.48,1,68.4,70.6,0.48,0.42,0.97,143186,12310131,10,0
446,-4.78,-1,19,0,1.89,1,0,1,0,0,0,1,100,100,0,0,-4.78,144715,16521773,0,0
42,0.4,1,19,9,0.54,0.72,-1.55,0.58,-0.79,0,0.65,1,89.5,72.2,0.52,0.36,0.42,142934,12307068,80,0
170,-0.54,1,19,6,0.59,0.95,-0.13,0.7,-0.51,0,0.58,1,78.9,79.8,0.55,0.36,-0.49,145430,13833987,50,0
98,1.26,1,19,12,0.54,1.21,0.95,0.94,0.02,0,0.38,1,57.9,71.3,0.45,0.47,1.24,148019,13061798,70,50
152,3.17,1,19,17,0.79,0.9,0.15,0.61,0.1,0,0.36,1,89.5,89.5,0.27,0.29,2.97,144163,13282050,82,0
264,0.97,1,19,11,0.53,0.75,-1.15,0.6,-0.41,0,0.57,1,78.9,70.6,0.48,0.37,0.97,152539,14591367,82,40
390,3.98,1,19,18,1.06,1.08,0.47,0.72,0.19,0,0.16,1,94.7,94.7,0.19,0.23,3.53,151899,16070291,10,0
106,3.17,1,19,17,0.79,1.05,0.24,0.66,0.19,0,0.33,1,89.5,89.5,0.27,0.29,2.97,148476,13074229,82,80
301,0.4,1,19,9,0.54,1.69,2.09,3.61,1.71,0,0.11,1,47.4,72.2,0.52,0.51,0.42,152007,14734400,10,50
262,0.97,1,19,11,0.53,0.79,-1.07,0.69,-0.5,0,0.58,1,78.9,70.6,0.48,0.41,0.97,147128,14566737,82,0
323,2.23,1,19,15,0.61,0.87,-0.29,0.59,-0.36,0,0.53,1,78.9,80.1,0.36,0.35,2.15,145411,15137406,50,0
536,-4.78,-1,19,0,1.89,0.76,-0.08,0.16,-0.26,0,0.52,1,100,100,0,0,-4.78,146452,18486258,80,50
133,3.98,1,19,18,1.06,0.77,-0.01,0.25,-0.32,0,0.37,1,94.7,94.7,0.19,0.19,3.53,147344,13212834,82,0
512,5.26,0,19,19,1.86,1,0,1,0,0,0,1,100,100,0,0,5.26,146365,16963210,80,80
383,3.98,1,19,18,1.06,0.77,-0.01,0.25,-0.44,0,0.31,1,94.7,94.7,0.19,0.19,3.53,150053,16049489,10,10
108,2.64,1,19,16,0.68,1.2,0.55,0.92,0.37,0,0.25,1,78.9,84.2,0.32,0.38,2.52,148597,13079549,82,0
157,-4.78,-1,19,0,1.89,1,0,1,0,0,0,1,100,100,0,0,-4.78,148281,13608991,80,0
487,3.98,1,19,18,1.06,1.1,0.4,0.91,0.41,0,0.12,1,94.7,94.7,0.19,0.23,3.53,146687,16844009,10,50
227,-1.34,1,19,4,0.68,0.74,-1.14,0.88,-0.95,0,0.68,1,94.7,84.7,0.54,0.29,-1.26,146355,14005298,82,0
484,0.4,1,19,9,0.54,0.87,-0.63,0.99,0.15,0,0.55,1,78.9,72.2,0.52,0.41,0.42,145010,16854802,80,80
237,0.4,1,19,9,0.54,1.07,0.36,0.98,0.22,0,0.48,1,68.4,72.2,0.52,0.44,0.42,150501,14027631,10,0
37,-0.2,1,19,7,0.57,1.56,1.86,1.97,2.01,0,0.19,1,63.2,77,0.54,0.51,-0.16,147757,12302236,50,0
100,-0.54,1,19,6,0.59,1.12,0.57,0.98,0.22,0,0.41,1,68.4,79.8,0.55,0.42,-0.49,148603,13061798,82,0
564,-3.42,1,19,1,1.11,1,0.11,0.77,0.25,0,0.21,1,94.7,94.7,0.34,0.23,-3.01,145485,19736088,80,0
223,1.56,1,19,13,0.55,1.12,0.65,1.06,0.28,0,0.28,1,78.9,73.6,0.43,0.43,1.52,146245,14010135,82,0
559,2.64,1,19,16,0.68,1.23,0.84,1.41,0.78,0,0.08,1,89.5,84.2,0.32,0.33,2.52,148694,19292066,0,0
137,-2.49,1,19,2,0.86,0.45,-1.39,0.16,-0.89,0,0.8,1,94.7,89.6,0.45,0.2,-2.31,146307,13194674,10,80
197,-0.2,1,19,7,0.57,1.42,1.32,1.96,2,0,0.17,1,68.4,77,0.54,0.48,-0.16,146686,13940139,82,80
419,3.17,1,19,17,0.79,0.73,-0.99,0.3,-0.67,0,0.64,1,89.5,89.5,0.27,0.24,2.97,145267,16301897,80,50
122,0.69,1,19,10,0.53,1.28,1.31,1.34,0.71,0,0.34,1,68.4,71,0.5,0.49,0.7,143901,13104667,80,50
311,2.23,1,19,15,0.61,1.11,0.4,0.83,0.24,0,0.31,1,73.7,80.1,0.36,0.37,2.15,152497,14808641,82,0
52,3.17,1,19,17,0.79,0.85,-0.05,0.39,-0.07,0,0.39,1,89.5,89.5,0.27,0.28,2.97,143159,12328901,70,0
27,-0.92,1,19,5,0.63,1.45,1.21,1.63,1.25,0,0.28,1,63.2,82.2,0.55,0.46,-0.85,151705,12230995,10,50
103,0.69,1,19,10,0.53,1.49,2.04,1.82,1.72,0,0.15,1,57.9,71,0.5,0.51,0.7,146938,13041142,70,0
69,2.64,1,19,16,0.68,1.16,0.53,1.54,0.82,0,0.2,1,78.9,84.2,0.32,0.44,2.52,146249,12889288,80,0
393,1.26,1,19,12,0.54,0.74,-1.33,0.57,-0.73,0,0.63,1,78.9,71.3,0.45,0.36,1.24,144987,16154096,10,50
427,1.56,1,19,13,0.55,0.87,-0.53,0.65,-0.17,0,0.5,1,78.9,73.6,0.43,0.37,1.52,145702,16362063,10,50
546,-4.78,-1,19,0,1.89,1,0,1,0,0,0,1,100,100,0,0,-4.78,143625,18664822,82,0
294,2.64,1,19,16,0.68,0.97,0.03,0.8,0.12,0,0.36,1,89.5,84.2,0.32,0.33,2.52,145743,14765594,82,0
167,-0.54,1,19,6,0.59,0.55,-1.35,0.31,-0.89,0,0.79,1,84.2,79.8,0.55,0.3,-0.49,144462,13840266,80,70
535,-1.34,1,19,4,0.68,1,0.05,1.03,0.18,0,0.48,1,89.5,84.7,0.54,0.33,-1.26,146327,18498663,80,60
62,-0.2,1,19,7,0.57,1.32,1.4,6.59,2.72,0,0.18,1,68.4,77,0.54,0.5,-0.16,151569,12456926,82,0
330,0.4,1,19,9,0.54,1.23,1.08,3.88,1.71,0,0.17,1,68.4,72.2,0.52,0.48,0.42,152007,15361780,0,0
421,0.69,1,19,10,0.53,0.67,-1.28,0.5,-0.89,0,0.68,1,89.5,71,0.5,0.34,0.7,147574,16332008,82,0
26,0.4,1,19,9,0.54,0.69,-1.54,0.56,-1.01,0,0.68,1,89.5,72.2,0.52,0.35,0.42,145501,12264482,80,0
439,0.69,1,19,10,0.53,1.09,0.43,0.96,-0.11,0,0.42,1,68.4,71,0.5,0.44,0.7,143210,16578465,82,0
161,-4.78,-1,19,0,1.89,1,0,1,0,0,0,1,100,100,0,0,-4.78,145959,13788701,80,0
475,2.23,1,19,15,0.61,1.26,0.76,0.96,0.38,0,0.19,1,73.7,80.1,0.36,0.37,2.15,143758,16754484,10,0
504,1.56,1,19,13,0.55,1.16,0.81,1.03,0.27,0,0.28,1,57.9,73.6,0.43,0.45,1.52,146424,16941691,82,0
223,-0.2,1,19,7,0.57,1.27,1.07,1.03,0.29,0,0.38,1,73.7,77,0.54,0.43,-0.16,152369,14003880,70,80
473,1.87,1,19,14,0.58,0.86,-0.26,0.73,-0.13,0,0.44,1,73.7,76.6,0.4,0.4,1.82,146736,16754484,10,0
510,3.98,1,19,18,1.06,1.12,0.4,1.15,0.51,0,0.08,1,94.7,94.7,0.19,0.23,3.53,148608,16930827,82,0
329,1.87,1,19,14,0.58,0.8,-0.68,0.67,-0.32,0,0.53,1,78.9,76.6,0.4,0.38,1.82,150706,15384446,10,0
546,-3.42,1,19,1,1.11,0.88,-0.05,0.34,-0.59,0,0.65,1,94.7,94.7,0.34,0.23,-3.01,144018,18630014,82,0
359,-1.85,1,19,3,0.75,0.45,-1.39,0.3,-0.79,0,0.84,1,94.7,87.6,0.51,0.23,-1.74,147574,15447219,10,70
553,-4.78,-1,19,0,1.89,1.3,0.74,1.05,0.31,0,0,1,100,100,0,0,-4.78,151593,18927335,0,0
143,0.69,1,19,10,0.53,0.9,-0.47,0.74,-0.41,0,0.6,1,68.4,71,0.5,0.41,0.7,145430,13211986,82,0
199,2.23,1,19,15,0.61,0.88,-0.41,0.71,-0.22,0,0.47,1,78.9,80.1,0.36,0.36,2.15,151455,13955055,10,50
88,0.69,1,19,10,0.53,0.85,-0.8,0.71,-0.53,0,0.59,1,78.9,71,0.5,0.4,0.7,142972,13010409,82,0
452,0.11,1,19,8,0.55,1.05,0.27,0.85,-0.1,0,0.49,1,68.4,74.5,0.53,0.42,0.14,150056,16498453,0,80
131,0.69,1,19,10,0.53,0.99,-0.01,0.92,-0.1,0,0.52,1,78.9,71,0.5,0.4,0.7,143210,13177893,82,0
292,2.23,1,19,15,0.61,1.11,0.4,1.02,0.38,0,0.29,1,78.9,80.1,0.36,0.39,2.15,144548,14737523,82,0
280,-1.85,1,19,3,0.75,0.98,0.09,0.61,0.12,0,0.64,1,89.5,87.6,0.51,0.31,-1.74,150582,14647133,82,0
80,1.56,1,19,13,0.55,0.82,-0.53,0.64,-0.36,0,0.5,1,78.9,73.6,0.43,0.37,1.52,144899,12942650,10,0
196,-0.54,1,19,6,0.59,0.87,-0.23,0.91,0.56,0,0.46,1,89.5,79.8,0.55,0.33,-0.49,150013,13956604,10,50
543,2.64,1,19,16,0.68,1.24,0.83,0.96,0.36,0,0.23,1,78.9,84.2,0.32,0.38,2.52,148760,18651275,82,0
50,-4.78,-1,19,0,1.89,1,0,1,0,0,0,1,100,100,0,0,-4.78,146799,12358029,10,0
516,0.11,1,19,8,0.55,0.77,-0.81,0.64,-0.47,0,0.59,1,78.9,74.5,0.53,0.37,0.14,150416,17615836,10,50
257,-4.78,-1,19,0,1.89,1,0,1,0,0,0,1,100,100,0,0,-4.78,144993,14541203,82,0
206,3.17,1,19,17,0.79,0.73,-0.86,0.3,-0.16,0,0.49,1,89.5,89.5,0.27,0.26,2.97,152103,13982079,82,0
431,1.56,1,19,13,0.55,0.64,-1.68,0.52,-0.9,0,0.65,1,89.5,73.6,0.43,0.34,1.52,149050,16400844,10,80
300,-0.54,1,19,6,0.59,1.6,1.67,1.96,1.4,0,0.02,1,68.4,79.8,0.55,0.48,-0.49,143387,14743019,10,82
270,2.64,1,19,16,0.68,0.96,0.03,0.73,0.06,0,0.4,1,84.2,84.2,0.32,0.33,2.52,144400,14646951,82,0
278,-2.49,1,19,2,0.86,0.84,-0.08,0.3,-0.49,0,0.64,1,89.5,89.6,0.45,0.24,-2.31,145872,14646951,10,80
559,5.26,0,19,19,1.86,1,0,1,0,0,0,1,100,100,0,0,5.26,147273,19419066,60,0
228,1.26,1,19,12,0.54,1.18,0.8,1.03,0.27,0,0.44,1,57.9,71.3,0.45,0.46,1.24,147945,14004348,82,0
488,1.87,1,19,14,0.58,0.68,-0.62,0.51,-0.07,0,0.43,1,89.5,76.6,0.4,0.35,1.82,143748,16844351,10,50
73,-0.92,1,19,5,0.63,0.46,-1.72,0.25,-1.42,0,0.79,1,94.7,82.2,0.55,0.22,-0.85,146345,12958565,10,80
299,0.4,1,19,9,0.54,1.69,2.09,3.53,3.09,0,0.12,1,68.4,72.2,0.52,0.52,0.42,151569,14765594,10,50
462,3.98,1,19,18,1.06,1.16,0.46,1.58,0.86,0,0.03,1,94.7,94.7,0.19,0.23,3.53,148715,16731859,60,0
355,0.69,1,19,10,0.53,0.99,0.03,1.18,0.55,0,0.64,1,68.4,71,0.5,0.43,0.7,143721,15459624,10,50
485,-0.54,1,19,6,0.59,1.6,2.52,1.07,0.28,0,0.09,1,36.8,79.8,0.55,0.55,-0.49,147191,16844009,10,82
63,2.64,1,19,16,0.68,1.16,0.53,0.83,0.17,0,0.35,1,78.9,84.2,0.32,0.37,2.52,149806,12384348,50,0
292,0.4,1,19,9,0.54,1.1,0.45,0.93,0.04,0,0.47,1,68.4,72.2,0.52,0.44,0.42,151591,14734400,70,80
405,1.26,1,19,12,0.54,1.23,1.08,1.41,0.9,0,0.27,1,68.4,71.3,0.45,0.48,1.24,148721,16238710,82,0
416,1.56,1,19,13,0.55,1.36,1.32,1.77,1.5,0,0.28,1,57.9,73.6,0.43,0.48,1.52,152099,16311825,10,0
117,0.4,1,19,9,0.54,1.35,1.82,1.29,0.84,0,0.25,1,57.9,72.2,0.52,0.48,0.42,146460,13132636,80,0
63,1.56,1,19,13,0.55,1.13,0.68,1.39,0.66,0,0.27,1,73.7,73.6,0.43,0.43,1.52,143901,12384348,80,50
73,-0.92,1,19,5,0.63,0.46,-1.67,0.31,-1.23,0,0.84,1,94.7,82.2,0.55,0.25,-0.85,146780,12959839,10,0
426,3.17,1,19,17,0.79,0.66,-0.56,0.3,-0.23,0,0.49,1,89.5,89.5,0.27,0.24,2.97,145702,16346920,90,0
585,-0.2,1,19,7,0.57,1.62,2.6,1.74,1.72,0,0.15,1,47.4,77,0.54,0.56,-0.16,148654,19956967,82,0
574,3.98,1,19,18,1.06,1.03,0.32,0.56,0.1,0,0.21,1,94.7,94.7,0.19,0.22,3.53,146203,19901380,82,0
293,-0.2,1,19,7,0.57,1.12,0.58,1.21,0.6,0,0.4,1,78.9,77,0.54,0.44,-0.16,150501,14748010,10,0
62,0.11,1,19,8,0.55,0.96,-0.01,0.83,-0.03,0,0.56,1,68.4,74.5,0.53,0.4,0.14,143876,12448745,80,50
234,-0.92,1,19,5,0.63,0.46,-1.72,0.43,-1.47,0,0.84,1,94.7,82.2,0.55,0.28,-0.85,151620,14012979,82,0
68,-0.2,1,19,7,0.57,1.23,0.96,1.66,1.45,0,0.39,1,68.4,77,0.54,0.46,-0.16,148463,12648671,80,0
336,2.23,1,19,15,0.61,0.87,-0.38,0.67,-0.25,0,0.52,1,78.9,80.1,0.36,0.35,2.15,145411,15414272,10,0
437,0.69,1,19,10,0.53,1,0.03,0.83,-0.13,0,0.49,1,68.4,71,0.5,0.42,0.7,147211,16393422,10,50
399,3.98,1,19,18,1.06,1.1,0.4,0.91,0.41,0,0.12,1,94.7,94.7,0.19,0.23,3.53,146661,16119126,10,50
559,3.98,1,19,18,1.06,1.03,0.32,0.66,0.25,0,0.21,1,94.7,94.7,0.19,0.22,3.53,149976,19269862,0,0
506,2.64,1,19,16,0.68,0.93,-0.05,0.59,-0.02,0,0.38,1,89.5,84.2,0.32,0.31,2.52,145611,16971647,50,80
552,-3.42,1,19,1,1.11,0.76,-0.05,0.16,-0.46,0,0.49,1,94.7,94.7,0.34,0.18,-3.01,142964,19120354,82,0
230,1.56,1,19,13,0.55,1.12,0.58,0.91,0.02,0,0.41,1,68.4,73.6,0.43,0.45,1.52,144993,14003880,82,0
550,-4.78,-1,19,0,1.89,1.3,0.69,0.52,0.04,0,0.13,1,100,100,0,0,-4.78,143625,18859747,82,0
192,-0.54,1,19,6,0.59,0.78,-0.81,0.69,-0.56,0,0.57,1,78.9,79.8,0.55,0.36,-0.49,150471,13909371,10,50
158,-4.78,-1,19,0,1.89,1,0,1,0,0,0,1,100,100,0,0,-4.78,149795,13505289,82,0
334,5.26,0,19,19,1.86,1,0,1,0,0,0,1,100,100,0,0,5.26,146107,15418987,10,0
174,2.64,1,19,16,0.68,0.96,0.03,0.66,0.09,0,0.4,1,89.5,84.2,0.32,0.31,2.52,147856,13846167,82,0
223,5.26,0,19,19,1.86,1,0,1,0,0,0,1,100,100,0,0,5.26,145790,14003872,82,0
320,2.23,1,19,15,0.61,0.91,-0.17,0.71,-0.07,0,0.44,1,78.9,80.1,0.36,0.36,2.15,143614,15142094,10,0
163,2.64,1,19,16,0.68,1.13,0.53,1.09,0.41,0,0.22,1,89.5,84.2,0.32,0.33,2.52,145916,13788701,82,80
186,0.11,1,19,8,0.55,1.25,1.01,1.07,0.34,0,0.38,1,57.9,74.5,0.53,0.46,0.14,150758,13886193,82,0
44,0.4,1,19,9,0.54,0.69,-1.58,0.55,-0.9,0,0.65,1,89.5,72.2,0.52,0.37,0.42,144665,12296309,80,0
517,-4.78,-1,19,0,1.89,1,0,1,0,0,0,1,100,100,0,0,-4.78,146365,17121760,0,0
251,2.64,1,19,16,0.68,1.09,0.38,0.87,0.04,0,0.35,1,78.9,84.2,0.32,0.38,2.52,151035,14054337,80,0
536,-4.78,-1,19,0,1.89,0.42,-1.39,0.18,-1.17,0,0.84,1,100,100,0,0,-4.78,149418,18498663,82,0
192,3.98,1,19,18,1.06,1.1,0.4,0.72,0.26,0,0.13,1,94.7,94.7,0.19,0.23,3.53,145775,13902172,82,0
119,5.26,0,19,19,1.86,1.13,0.46,1.58,0.82,0,0,1,100,100,0,0,5.26,147791,13100866,80,80
247,0.4,1,19,9,0.54,1.07,0.3,1.96,2,0,0.21,1,78.9,72.2,0.52,0.39,0.42,151593,14055333,82,80
210,3.17,1,19,17,0.79,1.16,0.43,1.06,0.45,0,0.31,1,89.5,89.5,0.27,0.31,2.97,147287,13969315,82,10
561,5.26,0,19,19,1.86,1,0,1,0,0,0,1,100,100,0,0,5.26,146452,19286872,90,0
196,0.97,1,19,11,0.53,0.87,-0.63,0.89,-0.08,0,0.53,1,78.9,70.6,0.48,0.4,0.97,146530,13956485,82,50
99,0.69,1,19,10,0.53,1.17,0.65,1.21,0.63,0,0.4,1,73.7,71,0.5,0.44,0.7,148203,13061801,82,0
258,0.97,1,19,11,0.53,0.79,-1.16,0.64,-0.38,0,0.55,1,78.9,70.6,0.48,0.38,0.97,150529,14487578,82,0
383,1.87,1,19,14,0.58,1.13,0.66,0.95,0.12,0,0.3,1,68.4,76.6,0.4,0.41,1.82,146227,15735753,82,0
172,0.4,1,19,9,0.54,1.12,0.58,1,0.18,0,0.42,1,68.4,72.2,0.52,0.45,0.42,148390,13833987,10,50
55,2.23,1,19,15,0.61,0.85,-0.76,0.59,-0.17,0,0.48,1,78.9,80.1,0.36,0.3,2.15,152103,12358029,74,0
510,5.26,0,19,19,1.86,1,0,1,0,0,0,1,100,100,0,0,5.26,146365,16943139,90,0
3,3.17,1,19,17,0.79,1.16,0.46,1.06,0.49,0,0.1,1,89.5,89.5,0.27,0.28,2.97,152287,11482591,10,50
468,2.23,1,19,15,0.61,1.17,0.6,0.91,0.37,0,0.27,1,78.9,80.1,0.36,0.4,2.15,150509,16725875,90,0
425,3.17,1,19,17,0.79,1.01,0.12,0.56,0.1,0,0.32,1,89.5,89.5,0.27,0.29,2.97,151899,16301897,10,0
