Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
375,3.154,1,36,32,0.551,1.22,0.91,2.1,2.26,0.0017,-0.06,1,88.9,88.9,0.25,0.31,3.0542,152019,15412881,10,0
305,0.3662,1,36,16,0.3894,0.94,-0.31,0.98,-0.39,0.0021,0.53,1,72.2,73.8,0.51,0.43,0.3747,149262,14621290,10,80
163,-4.9547,-1,36,0,1.8495,1,0,1,0,0,0,1,100,100,0,0,-4.9547,149214,13000810,82,0
524,-4.9547,-1,36,0,1.8495,1,0,1,0,0,0,1,100,100,0,0,-4.9547,145746,20174519,80,70
81,3.154,1,36,32,0.551,0.96,0,0.58,-0.24,0.0017,0.32,1,88.9,88.9,0.25,0.29,3.0542,148556,12170704,10,40
325,1.7156,1,36,25,0.3997,1.14,0.92,1.23,0.57,0.0021,0.29,1,72.2,72.4,0.41,0.46,1.6981,143586,14759136,10,0
163,1.8786,1,36,26,0.4078,0.82,-1.08,0.57,-0.91,0.0021,0.57,1,75,73.5,0.39,0.4,1.8561,145741,13009540,82,90
116,5.9323,0,36,36,1.8373,1,0,1,0,0.0017,0,1,100,100,0,0,5.9323,146487,12360430,10,50
273,1.4052,1,36,23,0.3891,1.08,0.44,0.94,0.1,0.0022,0.49,1,72.2,71.2,0.44,0.45,1.3955,150487,13993127,82,0
202,1.8786,1,36,26,0.4078,0.79,-0.84,0.76,-0.63,0.0021,0.51,1,83.3,73.5,0.39,0.38,1.8561,152445,13173960,10,50
41,1.255,1,36,22,0.386,0.92,-0.44,0.85,-0.43,0.0022,0.51,1,75,70.8,0.46,0.42,1.2486,146949,11495065,80,0
454,2.876,1,36,31,0.5054,0.91,-0.01,0.67,-0.2,0.0018,0.33,1,91.7,86.1,0.28,0.3,2.8015,145398,16034716,50,0
253,3.154,1,36,32,0.551,1,0.16,1.06,0.23,0.0017,0.23,1,88.9,88.9,0.25,0.3,3.0542,144208,13920669,82,0
