Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
9,0.2945,1,36,20,0.3708,0.93,-0.39,0.85,-0.71,0.0024,0.47,1,72.2,68.7,0.42,0.43,0.2916,144552,12125830,10,0
558,0.0202,1,36,18,0.3707,1.12,0.87,1.03,0.28,0.0022,0.4,1,61.1,68.7,0.43,0.47,0.0227,144884,19244657,90,0
573,0.7144,1,36,23,0.3792,0.86,-1,0.81,-0.74,0.0026,0.5,1,80.6,69.6,0.39,0.41,0.7021,148761,19736088,10,0
128,0.2945,1,36,20,0.3708,0.77,-1.64,0.66,-1.17,0.0024,0.63,1,86.1,68.7,0.42,0.38,0.2916,151052,13175580,82,50
276,-2.2461,1,36,5,0.5296,0.99,-0.01,1,0,0.001,-0.04,1,91.7,87.3,0.39,0.33,-2.1696,142998,14628899,82,0
199,-2.924,1,36,3,0.7696,0.6,-0.6,0.16,-0.94,8e-4,0.6,1,94.4,94.4,0.33,0.21,-2.7869,151511,13956485,82,0
104,-0.8455,1,36,12,0.3963,1.15,0.86,1.35,1.44,0.0017,0.28,1,72.2,73.5,0.45,0.45,-0.8248,151570,13060570,80,50
53,-4.2064,1,36,1,1.0475,0.76,0.11,0.14,-0.56,7e-4,0.44,1,97.2,97.2,0.21,0.16,-3.748,144543,12358029,10,50
290,-0.2569,1,36,16,0.3747,1.37,2.21,1.63,2.55,0.0021,0.09,1,61.1,69.9,0.44,0.52,-0.2489,150502,14699737,82,0
262,-0.543,1,36,14,0.3829,1.46,2.83,1.46,2,0.0019,0.11,1,44.4,71.7,0.45,0.53,-0.5292,151881,14606712,10,0
349,0.2945,1,36,20,0.3708,0.77,-1.5,0.69,-1.17,0.0024,0.6,1,83.3,68.7,0.42,0.39,0.2916,147879,15453650,0,0
271,0.0202,1,36,18,0.3707,1.32,2.06,1.21,0.88,0.0022,0.17,1,50,68.7,0.43,0.51,0.0227,142990,14639432,80,0
1,0.5722,1,36,22,0.3752,0.86,-1,0.81,-0.44,0.0025,0.5,1,77.8,69.1,0.4,0.41,0.5633,151073,11430303,70,0
195,-0.8455,1,36,12,0.3963,1.61,3.11,1.85,2.99,0.0017,-0.12,1,61.1,73.5,0.45,0.55,-0.8248,149106,13955055,10,50
272,1.0106,1,36,25,0.3916,0.91,-0.58,0.81,-0.8,0.0027,0.49,1,72.2,71.4,0.37,0.43,0.9904,144118,14623714,90,0
425,-0.1176,1,36,17,0.3722,1.19,1.16,1.13,0.6,0.0022,0.32,1,61.1,69.2,0.44,0.48,-0.1124,152546,16362063,50,0
290,0.8601,1,36,24,0.3845,0.94,-0.44,1.02,0.15,0.0027,0.44,1,72.2,70.3,0.38,0.42,0.8441,143724,14724553,70,0
554,-5.4791,-1,36,0,1.8534,1.19,0.81,1.6,1.62,0,0,1,100,100,0,0,-5.4791,148573,18859747,70,70
447,0.2945,1,36,20,0.3708,1.19,1.29,1.11,0.52,0.0024,0.32,1,61.1,68.7,0.42,0.49,0.2916,148669,16612337,10,0
471,0.5722,1,36,22,0.3752,0.93,-0.32,0.81,-0.63,0.0025,0.45,1,72.2,69.1,0.4,0.43,0.5633,146916,16731786,82,0
411,0.8601,1,36,24,0.3845,0.95,-0.28,0.9,-0.25,0.0027,0.45,1,66.7,70.3,0.38,0.42,0.8441,143797,16259262,80,0
118,-0.2569,1,36,16,0.3747,0.91,-0.53,0.85,-0.54,0.0021,0.53,1,72.2,69.9,0.44,0.43,-0.2489,145925,13104667,10,80
360,1.6979,1,36,29,0.4451,0.85,-0.48,0.61,-0.34,0.0029,0.43,1,77.8,80.6,0.3,0.35,1.6504,148128,15447219,82,0
374,-0.8455,1,36,12,0.3963,1.14,0.64,1.17,0.65,0.0017,0.34,1,66.7,73.5,0.45,0.46,-0.8248,151594,15556921,10,0
288,0.8601,1,36,24,0.3845,0.88,-0.85,0.8,-0.45,0.0027,0.48,1,83.3,70.3,0.38,0.42,0.8441,143129,14724553,82,0
428,0.1573,1,36,19,0.3703,0.89,-0.73,0.85,-0.76,0.0023,0.51,1,69.4,68.6,0.43,0.42,0.1572,143845,16377400,10,0
109,0.7144,1,36,23,0.3792,0.75,-1.8,0.66,-1.6,0.0026,0.67,1,83.3,69.6,0.39,0.37,0.7021,148057,13073818,60,50
354,0.7144,1,36,23,0.3792,0.97,-0.14,0.93,-0.04,0.0026,0.51,1,72.2,69.6,0.39,0.44,0.7021,150563,15453650,10,80
