Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
333,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,146120,14747316,82,0
505,0.4,1,12,6,0.66,0.64,-1.3,0.59,-1.13,0,0.77,1,83.3,72.7,0.49,0.36,0.4,149316,18763804,10,0
140,3.32,1,12,11,1.09,0.9,0.13,0.42,-0.06,0,0.39,1,91.7,91.7,0.27,0.25,2.91,143095,12935832,80,50
405,1.31,1,12,8,0.69,0.9,-0.33,0.79,-0.03,0,0.59,1,83.3,74.7,0.47,0.36,1.27,152494,15595862,10,0
438,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,152470,15888762,10,0
30,-3.77,-1,12,0,1.87,1,0,1.21,0.59,0,0,1,100,100,0,0,-3.77,144927,11464070,70,0
380,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,143769,15438368,10,0
206,0.85,1,12,7,0.67,0.59,-1.44,0.5,-1.1,0,0.79,1,83.3,72.7,0.49,0.32,0.82,149929,13210017,10,0
353,1.82,1,12,9,0.74,0.71,-0.8,0.49,-0.71,0,0.67,1,83.3,76.9,0.43,0.33,1.74,145460,14888831,10,50
163,-0.49,1,12,4,0.69,0.63,-1.36,0.49,-1.1,0,0.77,1,91.7,72.1,0.45,0.32,-0.45,149101,12998397,82,10
141,3.32,1,12,11,1.09,0.83,0.03,0.36,-0.14,0,0.44,1,91.7,91.7,0.27,0.24,2.91,152310,12887951,10,0
222,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,150444,13610805,80,0
14,0.4,1,12,6,0.66,0.68,-1.13,0.59,-1.33,0,0.74,1,83.3,72.7,0.49,0.36,0.4,145730,11380764,10,0
79,-0.49,1,12,4,0.69,0.63,-1.3,0.51,-1.33,0,0.77,1,83.3,72.1,0.45,0.33,-0.45,146291,12146927,10,80
31,-1.59,1,12,2,0.83,1.11,0.4,0.8,0.16,0,0.39,1,83.3,83.3,0.34,0.4,-1.41,151345,11451327,10,20
308,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,146161,14647427,82,10
189,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,149736,13142704,82,0
519,2.44,1,12,10,0.84,1.3,0.65,1.87,1.04,0,0.12,1,83.3,83.3,0.36,0.38,2.27,145018,20174519,80,0
412,1.31,1,12,8,0.69,0.73,-0.8,0.58,-0.83,0,0.69,1,75,74.7,0.47,0.36,1.27,152494,15757676,10,0
392,3.32,1,12,11,1.09,0.83,0.03,0.36,-0.14,0,0.44,1,91.7,91.7,0.27,0.24,2.91,152068,15474291,10,0
527,-3.77,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.77,148028,20354673,10,0
34,-1.59,1,12,2,0.83,1.11,0.4,0.79,0.2,0,0.35,1,83.3,83.3,0.34,0.4,-1.41,143838,11390743,80,0
62,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,146279,11946210,10,0
92,1.31,1,12,8,0.69,0.57,-1.51,0.47,-1.1,0,0.8,1,91.7,74.7,0.47,0.31,1.27,143555,12255394,10,50
353,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,151907,14888831,10,0
210,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,147626,13212168,82,50
64,-2.46,1,12,1,1.08,1.57,1.1,1.33,0.64,0,0.12,1,91.7,91.7,0.24,0.29,-2.03,143089,12104868,74,10
64,-1.59,1,12,2,0.83,1.58,1.12,1.49,0.76,0,-0.14,1,83.3,83.3,0.34,0.42,-1.41,152220,12102784,10,0
19,-0.99,1,12,3,0.73,1.26,0.97,2.03,1.11,0,0.21,1,58.3,76.5,0.4,0.48,-0.9,145180,11339225,70,0
359,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,144970,15203883,10,50
493,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,144844,18086640,82,0
252,-3.77,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.77,145143,13907395,82,60
115,3.32,1,12,11,1.09,0.9,0.13,0.42,-0.06,0,0.39,1,91.7,91.7,0.27,0.25,2.91,144263,12360430,0,0
332,2.44,1,12,10,0.84,1.18,0.51,1.06,0.51,0,0.17,1,83.3,83.3,0.36,0.39,2.27,147838,14764385,82,0
510,-0.99,1,12,3,0.73,0.85,-0.5,0.79,-0.25,0,0.61,1,83.3,76.5,0.4,0.36,-0.9,149316,19423276,82,10
28,4.65,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.65,145137,11441275,10,0
97,-3.77,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.77,147133,12310956,82,0
469,-3.77,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.77,148028,16199715,10,0
