Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
462,1.3889,1,36,24,0.3875,0.85,-0.92,0.71,-0.81,0.0023,0.5,1,77.8,70.3,0.4,0.4,1.3741,144879,16187768,10,0
459,2.4447,1,36,30,0.4705,1.12,0.52,1.11,0.46,0.0025,0.31,1,80.6,83.5,0.29,0.4,2.3857,146778,16087941,10,50
217,-0.5467,1,36,11,0.4168,0.92,-0.27,0.77,-0.66,0.0015,0.58,1,83.3,77.8,0.49,0.37,-0.5213,147840,13404490,10,0
498,1.3889,1,36,24,0.3875,0.85,-0.92,0.69,-0.81,0.0023,0.5,1,66.7,70.3,0.4,0.4,1.3741,145860,18389430,80,60
55,-5.0867000000000004,-1,36,0,1.8507,1,0,1,0,0,0,1,100,100,0,0,-5.0867000000000004,144869,11799293,10,80
321,1.5415,1,36,25,0.3941,0.96,-0.15,0.94,-0.19,0.0023,0.45,1,75,71.8,0.38,0.42,1.5224,151644,14688425,80,50
426,0.3856,1,36,17,0.3793,1.23,1.44,1.24,0.96,0.0019,0.3,1,58.3,70.6,0.47,0.48,0.3927,152079,15788547,82,0
181,1.3889,1,36,24,0.3875,0.87,-0.92,0.7,-0.81,0.0023,0.49,1,69.4,70.3,0.4,0.4,1.3741,143789,13078860,82,0
243,0.2407,1,36,16,0.3825,0.76,-1.71,0.62,-1.67,0.0018,0.66,1,77.8,71.6,0.48,0.39,0.2505,151057,13907395,82,10
508,0.2407,1,36,16,0.3825,0.98,-0.11,0.89,-0.71,0.0018,0.57,1,63.9,71.6,0.48,0.44,0.2505,144296,19423276,10,0
350,1.5415,1,36,25,0.3941,1.05,0.4,1.04,0.17,0.0023,0.25,1,66.7,71.8,0.38,0.44,1.5224,144179,14799774,82,0
257,1.3889,1,36,24,0.3875,1.11,0.56,0.97,-0.12,0.0023,0.36,1,66.7,70.3,0.4,0.45,1.3741,149862,13944045,82,0
448,2.2348,1,36,29,0.428,0.95,-0.09,0.72,-0.41,0.0025,0.42,1,72.2,78,0.31,0.39,2.188,144256,16047648,10,80
396,0.2407,1,36,16,0.3825,1.2,1.3,1.11,0.48,0.0018,0.37,1,63.9,71.6,0.48,0.48,0.2505,146653,15561143,10,80
18,0.6701,1,36,19,0.376,1.18,1.27,1.17,0.78,0.002,0.37,1,58.3,69.3,0.46,0.48,0.6718,151332,11254939,10,0
301,0.5285,1,36,18,0.3771,0.99,0,0.91,-0.2,0.002,0.51,1,72.2,69.9,0.46,0.44,0.5329,150488,14566486,50,50
276,0.5285,1,36,18,0.3771,0.74,-2.02,0.62,-1.73,0.002,0.63,1,75,69.9,0.46,0.37,0.5329,150516,13992104,90,50
367,-0.0587,1,36,14,0.3923,0.86,-0.87,0.82,-1.02,0.0017,0.6,1,80.6,73.6,0.49,0.36,-0.0432,152030,15210278,10,50
347,0.9529,1,36,21,0.3769,0.92,-0.57,0.77,-0.65,0.0021,0.53,1,75,69.5,0.43,0.42,0.9487,143385,14805456,82,0
34,-0.5467,1,36,11,0.4168,1.6,1.37,1.78,1.54,0.0015,0.01,1,66.7,77.8,0.49,0.48,-0.5213,145296,11458488,10,0
394,1.3889,1,36,24,0.3875,0.78,-1.51,0.69,-1.1,0.0023,0.59,1,83.3,70.3,0.4,0.4,1.3741,144003,15459748,82,0
76,0.0929,1,36,15,0.3868,0.82,-1.32,0.77,-1.25,0.0018,0.64,1,75,72.6,0.48,0.4,0.1055,152246,12159220,10,0
131,-0.215,1,36,13,0.399,1.08,0.47,1.07,0.4,0.0016,0.42,1,77.8,74.9,0.49,0.44,-0.1965,146020,12859613,82,0
291,-2.539,1,36,3,0.6514,0.88,-0.11,0.19,-0.6,7e-4,0.48,1,91.7,91.7,0.35,0.21,-2.4074,144805,14179768,82,0
406,0.2407,1,36,16,0.3825,1.2,1.4,1.34,1.4,0.0018,0.26,1,63.9,71.6,0.48,0.48,0.2505,150428,15588246,0,0
138,0.6701,1,36,19,0.376,1,0.05,0.95,-0.02,0.002,0.52,1,69.4,69.3,0.46,0.44,0.6718,144972,12943207,90,50
237,-1.1168,1,36,7,0.4588,1.4,1.58,1.5,1.91,0.0011,0.14,1,69.4,82,0.46,0.45,-1.0768,145170,13846345,50,0
