Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
67,-1.6698,1,36,9,0.4314,0.68,-1.18,0.66,-1.37,0.0017,0.72,1,75,79,0.44,0.37,-1.6358,145884,13797735,80,0
380,-1.4897,1,36,10,0.4181,1.12,0.42,1.08,0.37,0.0017,0.42,1,77.8,77.5,0.45,0.41,-1.4611,144591,16449304,10,50
108,0.7209,1,36,25,0.3933,0.8,-1.29,0.73,-0.85,0.0022,0.54,1,77.8,71.9,0.38,0.4,0.7011,144320,13938207,80,50
450,-0.562,1,36,16,0.377,1.13,0.96,1.2,0.93,0.002,0.34,1,63.9,70.1,0.45,0.48,-0.5541,149321,17479789,50,0
143,0.4216,1,36,23,0.3812,0.8,-1.29,0.68,-1.04,0.0022,0.58,1,83.3,70.1,0.4,0.38,0.4097,145767,14054078,50,0
520,-4.5057,1,36,1,1.0442,0.76,-0.2,0.14,-0.55,0.001,0.5,1,97.2,97.2,0.2,0.15,-4.0446,147895,19631936,82,0
412,1.859,1,36,31,0.5029,1.04,0.32,1.54,1.21,0.002,0.2,1,86.1,86.1,0.27,0.38,1.7831,145944,17075025,80,50
443,0.1364,1,36,21,0.3747,0.78,-1.47,0.7,-1.69,0.0022,0.62,1,80.6,69.6,0.42,0.38,0.1309,148270,17260337,10,80
147,-1.3197,1,36,11,0.4072,1.1,0.59,1.2,0.61,0.0018,0.37,1,66.7,76.1,0.45,0.42,-1.2956,151514,14595087,10,0
401,0.2778,1,36,22,0.3773,0.59,-1.84,0.63,-1.89,0.0022,0.72,1,83.3,69.7,0.41,0.38,0.2692,144709,16912187,50,0
531,-2.5627,1,36,5,0.5282,1.04,0.23,0.49,-0.29,0.0013,0.42,1,91.7,86.9,0.38,0.24,-2.4877,147895,20032994,82,0
355,1.6226,1,36,30,0.4703,0.99,-0.02,0.77,-0.21,0.0021,0.35,1,83.3,83.3,0.29,0.33,1.5636,150606,16341511,50,0
457,-0.562,1,36,16,0.377,1.1,0.7,1.06,0.26,0.002,0.39,1,63.9,70.1,0.45,0.47,-0.5541,149315,17634377,82,0
58,-0.8517,1,36,14,0.3852,1.81,3.73,2.3,4.12,0.002,-0.14,1,63.9,71.7,0.46,0.56,-0.8382,146771,13356445,10,0
512,2.1347,1,36,34,0.549,1.26,0.89,1.68,1.09,0.0019,0.04,1,86.1,88.9,0.21,0.37,3.1948,150610,19425155,80,50
495,0.879,1,36,26,0.4022,0.8,-1.29,0.73,-1.01,0.0022,0.56,1,77.8,73.4,0.36,0.4,0.8543,149433,17963338,10,0
500,0.7209,1,36,25,0.3933,0.99,-0.06,0.83,-0.35,0.0022,0.43,1,63.9,71.9,0.38,0.42,0.7011,146017,18476783,50,0
510,-2.8655,1,36,4,0.5753,1.02,0.18,0.63,-0.3,0.0012,0.45,1,88.9,89.2,0.36,0.3,-2.7676,149967,19318200,82,10
516,2.4735,1,36,32,0.619,0.97,-0.02,0.7,-0.23,0.002,0.37,1,88.9,91.7,0.24,0.27,2.0337,146391,19305214,80,50
346,-0.4209,1,36,17,0.3746,0.85,-0.88,0.8,-0.87,0.0021,0.56,1,69.4,69.7,0.45,0.42,-0.4156,152504,16273486,82,0
425,-4.5057,1,36,1,1.0442,0.76,0,0.14,-0.55,0.001,0.36,1,97.2,97.2,0.2,0.14,-4.0446,146727,17146895,50,0
224,-5.7726,-1,36,0,1.8513,1,0,1,0,0,0,1,100,100,0,0,-5.7726,147222,14813114,80,0
211,-0.4209,1,36,17,0.3746,0.78,-1.67,0.74,-1.03,0.0021,0.56,1,77.8,69.7,0.45,0.4,-0.4156,144656,14809060,82,0
411,-1.3197,1,36,11,0.4072,0.73,-1.57,0.57,-1.29,0.0018,0.69,1,77.8,76.1,0.45,0.34,-1.2956,143891,17074746,82,0
