Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
285,0.5831,1,36,18,0.3632,1.18,1.44,1.14,0.68,0.0012,0.23,1,61.1,66.4,0.4,0.48,0.584,149787,13188186,82,0
73,0.0459,1,36,14,0.3726,1.02,0.17,0.99,0.08,0.001,0.38,1,72.2,69.6,0.39,0.44,0.0581,151440,11157305,10,70
202,1.2558,1,36,23,0.375,1.01,0.12,0.97,-0.13,0.0013,0.38,1,66.7,69.1,0.38,0.45,1.2416,152479,12284246,82,0
425,1.3986,1,36,24,0.381,0.84,-0.96,0.69,-1.15,0.0013,0.54,1,72.2,70.4,0.37,0.39,1.3807,151007,15009769,80,50
448,1.2558,1,36,23,0.375,1.07,0.59,0.93,-0.23,0.0013,0.3,1,52.8,69.1,0.38,0.45,1.2416,143482,15136620,10,0
440,-0.3903,1,36,11,0.3924,0.86,-0.6,0.78,-0.75,9e-4,0.51,1,80.6,73.5,0.38,0.37,-0.3673,151656,15056236,10,0
394,1.2558,1,36,23,0.375,0.78,-1.66,0.66,-1.53,0.0013,0.62,1,72.2,69.1,0.38,0.39,1.2416,151958,14634201,80,0
349,-3.3754,1,36,1,1.0277,1,0.29,0.54,-0.02,8e-4,0.23,1,97.2,97.2,0.13,0.16,-2.9015,147486,14016400,10,0
346,-0.3903,1,36,11,0.3924,1.38,1.9,1.69,2.59,9e-4,-0.09,1,61.1,73.5,0.38,0.5,-0.3673,145891,13982087,10,0
304,0.7151,1,36,19,0.3634,0.78,-1.89,0.72,-1.85,0.0012,0.62,1,72.2,66.4,0.39,0.41,0.7131,150749,13239228,10,0
364,0.1832,1,36,15,0.36870000000000003,0.85,-1.21,0.79,-1.45,0.001,0.55,1,77.8,68.6,0.4,0.42,0.1923,147085,14199122,80,50
19,0.1832,1,36,15,0.36870000000000003,1.16,1.04,1.25,1.85,0.001,0.24,1,66.7,68.6,0.4,0.48,0.1923,144559,10385355,10,82
395,0.9812,1,36,21,0.3669,0.81,-1.55,0.8,-0.96,0.0012,0.56,1,83.3,67.3,0.39,0.41,0.9736,148571,14690977,10,70
179,0.451,1,36,17,0.364,0.84,-1.2,0.83,-0.94,0.0011,0.55,1,75,66.8,0.4,0.4,0.4545,146100,12222305,20,50
518,-4.6169,-1,36,0,1.8405,1,0,1,0,-2e-4,0,1,100,100,0,0,-4.6169,145924,18050689,82,0
349,0.0459,1,36,14,0.3726,1.41,2.71,1.44,2.41,0.001,0,1,47.2,69.6,0.39,0.55,0.0581,150419,14003902,10,80
164,-0.3903,1,36,11,0.3924,0.89,-0.69,0.77,-0.95,9e-4,0.53,1,77.8,73.5,0.38,0.39,-0.3673,150930,12096792,82,0
374,0.451,1,36,17,0.364,0.73,-2.27,0.63,-1.95,0.0011,0.7,1,80.6,66.8,0.4,0.38,0.4545,151892,14445719,82,10
510,1.2558,1,36,23,0.375,0.92,-0.42,0.88,-0.41,0.0013,0.44,1,72.2,69.1,0.38,0.42,1.2416,145049,17579066,82,0
514,0.5831,1,36,18,0.3632,0.9,-0.7,0.87,-0.83,0.0012,0.52,1,69.4,66.4,0.4,0.44,0.584,149459,17685966,10,80
158,-0.8929,1,36,7,0.4302,1.22,0.93,1.13,0.51,7e-4,0.09,1,75,78.7,0.36,0.47,-0.8529,143171,12082481,10,0
423,-3.3754,1,36,1,1.0277,1,0.29,0.72,0.08,8e-4,0.23,1,97.2,97.2,0.15,0.16,-2.9015,147486,15007855,82,0
180,0.451,1,36,17,0.364,0.91,-0.7,0.85,-0.85,0.0011,0.49,1,77.8,66.8,0.4,0.44,0.4545,147597,12222283,82,0
403,-0.548,1,36,10,0.4024,1.07,0.5,1.18,0.85,8e-4,0.31,1,75,75.2,0.37,0.43,-0.5204,151898,14728982,82,0
211,2.0399,1,36,28,0.4258,0.88,-0.45,0.74,-0.7,0.0013,0.48,1,77.8,78.7,0.33,0.39,1.9997,144247,12358010,82,40
11,0.1832,1,36,15,0.36870000000000003,1.39,2.83,1.61,3.31,0.001,-0.03,1,44.4,68.6,0.4,0.53,0.1923,144559,10270329,10,20
358,1.8651,1,36,27,0.4106,1.09,0.5,0.95,-0.23,0.0013,0.23,1,69.4,76.4,0.34,0.41,1.8321,147781,14058618,10,0
526,0.3179,1,36,16,0.3658,1.32,2.31,1.49,2.05,0.0011,0.04,1,55.6,67.8,0.4,0.53,0.3242,149464,18657656,10,0
395,1.8651,1,36,27,0.4106,0.86,-0.8,0.76,-0.83,0.0013,0.47,1,72.2,76.4,0.34,0.39,1.8321,151113,14719533,90,0
51,-4.6169,-1,36,0,1.8405,1,0,1,0,-2e-4,0,1,100,100,0,0,-4.6169,144946,10489134,82,0
35,-2.6264,1,36,2,0.7459,0.96,0.08,0.62,-0.39,7e-4,0.36,1,94.4,94.4,0.2,0.22,-2.4019,144100,10423508,10,80
524,2.0399,1,36,29,0.4258,1.06,0.4,1.48,2.23,0.0013,0.28,1,77.8,78.8,0.33,0.42,2.1802,151521,18785077,80,0
59,0.7151,1,36,19,0.3634,0.89,-0.81,0.86,-0.51,0.0012,0.5,1,83.3,66.4,0.39,0.41,0.7131,148132,10511741,10,0
512,-3.3754,1,36,1,1.0277,0.98,0.31,0.61,-0.02,8e-4,0.19,1,97.2,97.2,0.15,0.16,-2.9015,147748,17747155,82,10
