Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
236,4.15,1,19,18,1.04,0.98,0.28,0.64,0.15,0,0.2,1,94.7,94.7,0.14,0.22,3.69,143311,12228222,10,0
263,2.88,1,19,16,0.65,0.89,-0.03,0.68,-0.25,0,0.39,1,84.2,84.2,0.23,0.34,2.76,150046,12448419,82,0
142,2.51,1,19,15,0.58,1.05,0.27,0.98,0,0,0.21,1,78.9,78.9,0.26,0.4,2.42,145093,11268417,10,80
229,2.88,1,19,16,0.65,1,0.05,0.81,0.07,0,0.25,1,84.2,84.2,0.23,0.35,2.76,151856,12274828,82,60
412,2.51,1,19,15,0.58,1.1,0.4,1.17,0.44,0,0,1,78.9,78.9,0.26,0.41,2.42,148053,14472910,80,90
238,5.41,0,19,19,1.84,0.96,0,0.57,0.07,0,0,1,100,100,0,0,5.41,145534,12214396,74,0
345,2.88,1,19,16,0.65,1.07,0.29,1,0.16,0,0.2,1,84.2,84.2,0.23,0.36,2.76,146839,13681370,82,0
41,0.91,1,19,9,0.49,0.89,-0.68,0.8,-0.69,0,0.52,1,68.4,65.1,0.36,0.43,0.92,150249,10231145,10,0
476,0.67,1,19,8,0.5,0.85,-0.96,0.81,-0.79,0,0.53,1,78.9,66.7,0.37,0.42,0.69,149948,19236530,82,0
2,-0.16,1,19,5,0.56,1.23,0.53,1.18,0.53,0,0.13,1,73.7,77.7,0.38,0.46,-0.1,149707,9134131,10,50
322,0.91,1,19,9,0.49,1.41,2.41,1.41,1.51,0,-0.06,1,52.6,65.1,0.36,0.55,0.92,149402,13210998,10,0
163,-3.57,-1,19,0,1.86,0.91,0,0.59,-0.19,0,0.39,1,100,100,0,0,-3.57,147621,11384425,10,0
156,3.38,1,19,17,0.76,1.03,0.24,0.91,0.15,0,0.2,1,89.5,89.4,0.19,0.3,3.17,143710,11370602,10,50
41,0.91,1,19,9,0.49,0.89,-0.48,0.84,-0.34,0,0.42,1,68.4,65.1,0.36,0.43,0.92,150157,10231145,10,10
278,4.15,1,19,18,1.04,1.07,0.37,1.06,0.28,0,0.12,1,94.7,94.7,0.14,0.23,3.69,148491,12998869,10,80
420,0.41,1,19,7,0.51,0.95,-0.25,1.48,2.18,0,-0.04,1,73.7,70,0.38,0.46,0.44,145417,14611503,80,0
381,4.15,1,19,18,1.04,1.09,0.4,1.25,0.57,0,0.03,1,94.7,94.7,0.14,0.23,3.69,150556,14127385,10,0
336,3.38,1,19,17,0.76,0.97,0.15,0.72,-0.05,0,0.26,1,89.5,89.4,0.19,0.3,3.17,146872,13362038,82,0
286,-0.16,1,19,5,0.56,1.21,0.56,1.17,0.48,0,0.07,1,78.9,77.7,0.38,0.41,-0.1,149492,12961337,10,0
