Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
367,2.8132,1,36,29,0.4456,1,0.09,0.84,-0.28,0.0012,0.32,1,83.3,81.4,0.31,0.37,2.7637,145552,13440624,80,50
272,3.0229,1,36,30,0.4709,0.9,-0.3,0.69,-0.44,0.0012,0.39,1,86.1,83.9,0.29,0.33,2.9613,144126,12154059,10,0
102,0.7496,1,36,15,0.3733,1.04,0.29,0.96,-0.22,0.0012,0.41,1,63.9,70,0.42,0.46,0.7602,149676,10266534,82,0
143,-2.9202,1,36,1,1.0342,1,0,1,0,9e-4,0.06,1,97.2,97.2,0.17,0.17,-2.4518,146109,10469605,82,80
104,0.7496,1,36,15,0.3733,1.19,1.2,1.11,0.58,0.0012,0.2,1,72.2,70,0.42,0.49,0.7602,147645,10282807,10,80
20,-4.1713,-1,36,0,1.8443,0.82,0.05,0.17,-0.47,-2e-4,0.39,1,100,97.2,0,0,-4.1713,143523,10144188,82,0
282,5.0938,1,36,35,1.0284,0.97,0.28,0.41,-0.01,9e-4,0.18,1,97.2,97.2,0.14,0.16,4.6207,144529,12236152,10,0
284,0.4638,1,36,13,0.3837,0.88,-0.84,0.91,-0.27,0.0012,0.53,1,75,72.6,0.42,0.42,0.4806,147728,12246522,10,0
259,2.6234,1,36,28,0.4261,0.96,-0.18,0.79,-0.42,0.0012,0.39,1,80.6,78.8,0.32,0.37,2.5831,145656,12096776,10,50
74,2.1295,1,36,25,0.3892,0.92,-0.8,0.93,-0.27,0.0013,0.46,1,75,71.7,0.36,0.42,2.1077,149679,10223762,0,0
204,1.981,1,36,24,0.3817,0.95,-0.25,1.47,0.97,0.0013,0.34,1,77.8,69.8,0.37,0.45,1.9637,143770,11224002,82,0
13,1.2919,1,36,19,0.3662,0.97,-0.16,0.85,-0.59,0.0013,0.44,1,69.4,66.7,0.41,0.44,1.2913,147981,10125892,80,0
104,-0.0058,1,36,10,0.4102,1.42,1.84,1.55,1.08,0.001,-0.09,1,66.7,76.8,0.41,0.5,0.0228,149619,10276041,82,0
101,0.4638,1,36,13,0.3837,1.54,3.63,1.73,2.04,0.0012,-0.12,1,52.8,72.6,0.42,0.58,0.4806,146507,10282807,82,0
471,1.981,1,36,24,0.3817,1.24,1.15,1.11,0.47,0.0013,0.17,1,63.9,69.8,0.37,0.48,1.9637,145365,19997035,10,50
