Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
543,0.16,1,19,5,0.55,0.96,-0.06,0.88,-0.41,0,0.36,1,68.4,74,0.32,0.4,0.22,146058,19479913,82,80
1,2.78,1,19,15,0.58,1.27,1.28,1.47,1.18,0,-0.08,1,63.2,79,0.25,0.42,2.7,147745,10190317,10,20
256,1.68,1,19,11,0.49,1.12,0.71,1.21,0.86,0,0.11,1,57.9,64.1,0.33,0.49,1.67,150919,13027565,0,0
517,2.19,1,19,13,0.52,1.44,2.04,1.5,2.02,0,-0.09,1,73.7,69.1,0.3,0.57,2.15,148075,18479758,82,0
534,1.93,1,19,12,0.5,0.89,-0.61,0.85,-0.78,0,0.48,1,63.2,65.5,0.32,0.44,1.9,148374,19124988,10,80
302,3.64,1,19,17,0.76,0.91,0.04,0.66,-0.23,0,0.35,1,89.5,89.5,0.18,0.29,3.43,144075,13239228,50,50
113,-0.16,1,19,4,0.59,1.06,0.32,1.01,0.17,0,0.23,1,78.9,78.9,0.3,0.4,-0.08,150766,11443618,0,0
389,2.19,1,19,13,0.52,1.2,0.91,1.24,1.14,0,0.11,1,63.2,69.1,0.3,0.47,2.15,151006,14646927,82,0
403,3.64,1,19,17,0.76,0.93,0.09,0.65,-0.23,0,0.35,1,89.5,89.5,0.18,0.29,3.43,151659,14741555,82,0
267,1.2,1,19,9,0.49,0.79,-1.37,0.76,-1.53,0,0.62,1,73.7,65.9,0.34,0.42,1.21,151944,13092030,10,80
163,5.67,0,19,19,1.85,1,0,1,0,0,0,1,100,100,0,0,5.67,150296,12082961,10,50
406,-1.83,1,19,1,1.04,1.08,0.38,2.35,1.31,0,-0.1,1,94.7,94.7,0.17,0.23,-1.37,152430,14745224,10,0
419,3.16,1,19,16,0.65,0.85,-0.38,0.6,-0.66,0,0.5,1,84.2,84.2,0.22,0.32,3.03,148125,14966662,10,50
305,-1.04,1,19,2,0.77,0.88,-0.07,0.48,-0.47,0,0.47,1,89.5,89.5,0.23,0.28,-0.84,148136,13609637,10,50
114,-3.09,-1,19,0,1.85,1,0,1,0,0,0,1,100,100,0,0,-3.09,145638,11384352,10,50
353,2.19,1,19,13,0.52,0.84,-0.73,0.7,-0.8,0,0.55,1,73.7,69.1,0.3,0.4,2.15,143265,14014823,90,0
121,3.64,1,19,17,0.76,1.13,0.43,1.66,1.12,0,-0.09,1,89.5,89.5,0.18,0.32,3.43,149169,11450568,10,20
394,1.68,1,19,11,0.49,0.95,-0.13,0.89,0.05,0,0.35,1,57.9,64.1,0.33,0.46,1.67,149978,14646927,10,50
130,5.67,0,19,19,1.85,1,0,1,0,0,0,1,100,100,0,0,5.67,148473,11474688,10,80
158,-3.09,-1,19,0,1.85,1,0,1,0,0,0,1,100,100,0,0,-3.09,151733,12101583,82,0
418,4.41,1,19,18,1.04,0.95,0.24,0.55,-0.13,0,0.31,1,94.7,94.7,0.13,0.22,3.95,147596,14823314,10,0
405,0.45,1,19,6,0.52,0.96,-0.1,0.97,0.02,0,0.39,1,68.4,71,0.33,0.43,0.49,143656,14728982,10,0
311,0.71,1,19,7,0.51,1.3,1.66,1.38,1.72,0,-0.18,1,42.1,68.7,0.34,0.53,0.74,148350,13693662,82,0
459,3.16,1,19,16,0.65,0.79,-0.11,0.6,-0.44,0,0.43,1,84.2,84.2,0.22,0.33,3.03,150695,15196062,82,0
158,0.71,1,19,7,0.51,0.89,-0.51,0.8,-0.72,0,0.47,1,68.4,68.7,0.34,0.43,0.74,150813,12101583,82,0
126,0.16,1,19,5,0.55,1.25,1.07,1.42,0.94,0,0,1,68.4,74,0.32,0.49,0.22,143259,11454385,10,70
348,-1.04,1,19,2,0.77,0.98,0.15,0.92,0,0,0.28,1,89.5,89.5,0.23,0.3,-0.84,147088,13988018,80,90
90,-3.09,-1,19,0,1.85,1,0,1,0,0,0,1,100,100,0,0,-3.09,145085,11259752,10,20
123,1.44,1,19,10,0.49,1.18,1.16,1.22,1.03,0,0.18,1,63.2,64.8,0.34,0.51,1.44,150849,11457988,10,50
436,3.16,1,19,16,0.65,0.91,0.01,0.68,-0.02,0,0.3,1,84.2,84.2,0.22,0.34,3.03,146966,15120031,50,0
105,0.71,1,19,7,0.51,1.33,1.37,1.4,1.86,0,-0.22,1,47.4,68.7,0.34,0.52,0.74,146808,11368578,10,70
272,5.67,0,19,19,1.85,1,0,1,0,0,0,1,100,100,0,0,5.67,150076,13105663,82,0
232,4.41,1,19,18,1.04,0.95,0.24,0.55,-0.05,0,0.28,1,94.7,94.7,0.13,0.22,3.95,144000,12889180,82,0
480,2.19,1,19,13,0.52,0.9,-0.48,0.71,-0.74,0,0.49,1,73.7,69.1,0.3,0.4,2.15,146899,15361950,10,0
503,3.64,1,19,17,0.76,0.99,0.12,0.71,-0.07,0,0.28,1,89.5,89.5,0.18,0.3,3.43,149487,16244869,82,0
79,3.16,1,19,16,0.65,0.98,0.04,0.76,-0.48,0,0.35,1,84.2,84.2,0.22,0.35,3.03,148178,11158824,10,20
483,0.45,1,19,6,0.52,1.2,0.91,1.22,0.92,0,0.1,1,68.4,71,0.33,0.46,0.49,151006,15486125,10,0
517,0.16,1,19,5,0.55,0.98,0.04,0.92,-0.04,0,0.37,1,68.4,74,0.32,0.4,0.22,149456,17925827,10,0
162,2.19,1,19,13,0.52,0.85,-0.81,0.68,-0.85,0,0.53,1,73.7,69.1,0.3,0.41,2.15,146982,12082481,10,50
48,-3.09,-1,19,0,1.85,1,0,1,0,0,0,1,100,100,0,0,-3.09,146029,10473084,10,70
505,3.64,1,19,17,0.76,0.99,0.17,0.93,0,0,0.25,1,89.5,89.5,0.18,0.3,3.43,143737,16167120,90,0
234,2.19,1,19,13,0.52,0.88,-0.45,0.71,-0.74,0,0.5,1,73.7,69.1,0.3,0.41,2.15,142987,12913324,10,0
466,-0.55,1,19,3,0.65,0.77,-0.09,0.59,-0.44,0,0.47,1,84.2,84.2,0.27,0.33,-0.42,149985,15296318,82,0
518,0.16,1,19,5,0.55,1.32,1.07,1.39,1.63,0,-0.08,1,68.4,74,0.32,0.49,0.22,150828,18205356,10,0
253,3.64,1,19,17,0.76,0.97,0.17,0.77,-0.05,0,0.28,1,89.5,89.5,0.18,0.3,3.43,148050,13045644,82,0
114,-3.09,-1,19,0,1.85,1,0,1,0,0,0,1,100,100,0,0,-3.09,151342,11439122,80,20
27,3.16,1,19,16,0.65,0.87,-0.14,0.73,-0.49,0,0.43,1,84.2,84.2,0.22,0.34,3.03,148504,10414053,10,20
483,1.93,1,19,12,0.5,1.06,0.43,1.1,0.51,0,0.27,1,68.4,65.5,0.32,0.46,1.9,151921,15486125,82,0
21,2.19,1,19,13,0.52,0.97,-0.2,0.95,-0.17,0,0.41,1,73.7,69.1,0.3,0.44,2.15,150813,10366954,82,0
459,1.68,1,19,11,0.49,0.87,-0.6,0.86,-0.75,0,0.51,1,63.2,64.1,0.33,0.44,1.67,150748,15220400,10,0
16,-0.16,1,19,4,0.59,0.85,-0.44,0.87,-0.55,0,0.49,1,78.9,78.9,0.3,0.37,-0.08,144483,10238972,40,80
448,3.64,1,19,17,0.76,0.95,0.03,0.61,-0.23,0,0.35,1,89.5,89.5,0.18,0.29,3.43,150695,15136620,10,0
413,2.78,1,19,15,0.58,1.02,0.17,0.9,-0.2,0,0.28,1,78.9,79,0.25,0.41,2.7,149079,14981319,82,0
219,-0.16,1,19,4,0.59,0.98,0.05,0.87,-0.2,0,0.35,1,78.9,78.9,0.3,0.39,-0.08,144134,12446114,82,0
174,2.47,1,19,14,0.54,0.89,-0.41,0.74,-0.75,0,0.48,1,73.7,73.7,0.28,0.4,2.41,152336,12151246,10,0
120,-3.09,-1,19,0,1.85,1,0,1,0,0,0,1,100,100,0,0,-3.09,148362,11457988,82,0
460,0.71,1,19,7,0.51,1.28,1.71,1.33,1.27,0,-0.02,1,52.6,68.7,0.34,0.53,0.74,148119,15220400,82,0
153,-3.09,-1,19,0,1.85,1,0,1,0,0,0,1,100,100,0,0,-3.09,151733,12002062,82,0
528,2.47,1,19,14,0.54,0.98,-0.05,1.09,0.37,0,0.28,1,73.7,73.7,0.28,0.42,2.41,147358,18676685,80,0
533,4.41,1,19,18,1.04,0.89,0.17,0.43,-0.21,0,0.36,1,94.7,94.7,0.13,0.21,3.95,146774,18672663,50,0
416,2.47,1,19,14,0.54,1.03,0.19,0.99,0.02,0,0.24,1,73.7,73.7,0.28,0.42,2.41,144597,14819899,10,0
262,2.47,1,19,14,0.54,0.92,-0.26,0.81,-0.42,0,0.4,1,73.7,73.7,0.28,0.41,2.41,150869,13027913,10,0
225,4.41,1,19,18,1.04,0.98,0.27,0.65,0.08,0,0.21,1,94.7,94.7,0.13,0.22,3.95,146853,12446114,82,0
388,2.78,1,19,15,0.58,1.01,0.14,0.79,-0.11,0,0.27,1,78.9,79,0.25,0.41,2.7,144199,14636468,82,0
478,2.19,1,19,13,0.52,1.03,0.19,1.04,0.23,0,0.28,1,63.2,69.1,0.3,0.46,2.15,150088,15361020,80,50
544,1.68,1,19,11,0.49,1,0.08,1.05,0.39,0,0.28,1,73.7,64.1,0.33,0.47,1.67,150145,19672632,10,50
394,3.16,1,19,16,0.65,1.15,0.58,1.31,0.97,0,-0.02,1,84.2,84.2,0.22,0.36,3.03,147300,14636468,10,0
12,0.71,1,19,7,0.51,1.2,0.78,1.22,0.97,0,0.1,1,57.9,68.7,0.34,0.49,0.74,152331,10270329,10,20
513,3.64,1,19,17,0.76,1.03,0.24,0.77,0.14,0,0.18,1,89.5,89.5,0.18,0.32,3.43,144778,18205356,60,50
401,3.64,1,19,17,0.76,1.12,0.46,3.57,1.52,0,-0.04,1,89.5,89.5,0.18,0.31,3.43,143538,14676990,82,0
218,1.2,1,19,9,0.49,0.97,-0.17,0.88,-0.38,0,0.39,1,73.7,65.9,0.34,0.46,1.21,147762,12313912,82,0
467,1.2,1,19,9,0.49,0.81,-1.22,0.8,-1.39,0,0.59,1,73.7,65.9,0.34,0.43,1.21,151948,15303675,10,0
453,2.47,1,19,14,0.54,1.02,0.19,1.04,0.21,0,0.19,1,73.7,73.7,0.28,0.43,2.41,147358,15180174,50,0
528,2.47,1,19,14,0.54,0.95,-0.1,0.78,-0.38,0,0.35,1,73.7,73.7,0.28,0.41,2.41,151646,18785077,10,0
494,3.16,1,19,16,0.65,0.98,0.12,0.9,-0.08,0,0.24,1,84.2,84.2,0.22,0.35,3.03,146913,15994384,80,0
114,-0.16,1,19,4,0.59,0.72,-0.98,0.59,-1.05,0,0.66,1,78.9,78.9,0.3,0.34,-0.08,147011,11394919,80,10
327,0.16,1,19,5,0.55,1,0.08,1.02,0.15,0,0.28,1,68.4,74,0.32,0.42,0.22,142928,13868624,82,90
376,0.96,1,19,8,0.49,1.33,1.57,1.43,1.86,0,-0.14,1,57.9,67.1,0.34,0.52,0.98,145007,14540118,82,0
477,5.67,0,19,19,1.85,1,0,1,0,0,0,1,100,100,0,0,5.67,152554,15403246,0,0
353,1.44,1,19,10,0.49,0.98,-0.01,1.01,0.16,0,0.34,1,73.7,64.8,0.34,0.47,1.44,150145,14018381,10,80
34,-3.09,-1,19,0,1.85,1,0,1,0,0,0,1,100,100,0,0,-3.09,147112,10426035,10,80
253,1.2,1,19,9,0.49,0.86,-0.68,0.85,-0.79,0,0.53,1,63.2,65.9,0.34,0.44,1.21,145659,13025406,82,10
246,0.71,1,19,7,0.51,1.3,1.59,1.47,1.72,0,-0.22,1,47.4,68.7,0.34,0.52,0.74,145007,13011464,82,0
492,2.19,1,19,13,0.52,1.03,0.22,1.03,0.25,0,0.29,1,68.4,69.1,0.3,0.46,2.15,150088,15919897,10,50
55,-3.09,-1,19,0,1.85,1,0,1,0,0,0,1,100,100,0,0,-3.09,147112,10489134,82,0
279,2.47,1,19,14,0.54,0.89,-0.32,0.74,-0.66,0,0.49,1,73.7,73.7,0.28,0.39,2.41,148322,13148044,10,0
7,-0.16,1,19,4,0.59,1.02,0.19,1.43,0.74,0,0.03,1,78.9,78.9,0.3,0.4,-0.08,146990,10270329,80,40
274,5.67,0,19,19,1.85,1,0,1,0,0,0,1,100,100,0,0,5.67,150402,13088807,80,0
311,-3.09,-1,19,0,1.85,1,0,1,0,0,0,1,100,100,0,0,-3.09,146786,13777238,10,0
191,-3.09,-1,19,0,1.85,1,0,1,0,0,0,1,100,100,0,0,-3.09,144063,12265802,82,0
513,1.44,1,19,10,0.49,1.08,0.67,1.13,0.79,0,0.26,1,63.2,64.8,0.34,0.49,1.44,150482,17747155,80,40
