Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
349,1.7097,1,36,26,0.4124,0.87,-0.33,0.76,-0.58,0.0019,0.52,1,75,76.3,0.41,0.41,1.6835,150465,15438503,10,50
105,0.0687,1,36,15,0.3856,1.13,0.7,1.2,0.7,0.0016,0.3,1,72.2,71.7,0.48,0.45,0.0795,150710,13073818,80,0
431,1.7097,1,36,26,0.4124,0.79,-0.66,0.64,-0.77,0.0019,0.56,1,77.8,76.3,0.41,0.37,1.6835,149050,16377435,90,0
181,3.3905,1,36,33,0.6326,0.99,0.17,0.89,0.1,0.0017,0.26,1,91.7,91.7,0.26,0.26,3.2521,144489,13887947,82,0
565,-3.0757,1,36,2,0.7812,1.11,0.39,0.95,0.04,8e-4,0.26,1,94.4,94.4,0.3,0.23,-3.4311,144028,19572026,82,0
63,-0.9251,1,36,9,0.4392,1.19,0.84,0.58,-0.1,0.0013,0.44,1,75,80,0.46,0.39,-0.8895,148670,12432873,10,50
461,2.0714,1,36,28,0.4397,0.82,-0.66,0.58,-0.57,0.0019,0.49,1,83.3,80.1,0.38,0.36,2.0327,146736,16653807,90,0
310,0.7906,1,36,20,0.3791,1.02,0.18,1.01,0.11,0.0018,0.43,1,66.7,69.5,0.46,0.44,0.7867,151449,14787695,10,50
465,2.0714,1,36,28,0.4397,1.03,0.22,0.82,-0.4,0.0019,0.41,1,77.8,80.1,0.38,0.39,2.0327,150013,16710614,90,0
178,2.745,1,36,31,0.5168,0.86,-0.26,0.58,-0.34,0.0018,0.44,1,86.1,86.1,0.32,0.33,2.6706,146092,13856162,82,0
1,1.0815,1,36,22,0.3844,0.94,-0.29,0.82,-0.57,0.0018,0.49,1,72.2,70.6,0.44,0.44,1.0714,143954,11430303,10,0
84,1.8848,1,36,27,0.4245,0.97,-0.19,2.89,2.11,0.0019,0.31,1,75,78.3,0.39,0.44,1.8529,151498,13002783,70,80
569,-2.1754,1,36,4,0.5898,0.71,-0.86,0.66,-0.89,9e-4,0.61,1,91.7,89.8,0.41,0.26,-2.0777,143652,19771843,70,10
216,0.0687,1,36,15,0.3856,1.65,3.92,2.09,2.51,0.0016,-0.03,1,44.4,71.7,0.48,0.55,0.0795,143358,13985876,82,0
88,0.3608,1,36,17,0.3796,0.89,-0.84,0.77,-0.89,0.0017,0.54,1,75,70.1,0.47,0.42,0.3656,152545,12999725,10,0
165,2.2732,1,36,29,0.459,0.85,-0.32,0.61,-0.34,0.0018,0.42,1,86.1,81.8,0.36,0.36,2.2259,152480,13797646,10,0
510,4.6241,1,36,35,1.0325,0.92,0.24,0.38,-0.29,0.0012,0.26,1,97.2,97.2,0.16,0.16,4.1561,148612,16963210,20,50
