Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
470,2.22,1,12,9,0.72,0.87,-0.14,0.6,-0.33,0,0.47,1,75,75,0.37,0.33,2.13,152561,20390548,82,0
332,3.65,1,12,11,1.07,0.87,0.1,0.45,-0.04,0,0.4,1,91.7,91.7,0.22,0.25,3.23,149907,13105493,82,0
79,-0.48,1,12,3,0.72,1,0.16,1,-0.24,0,0.38,1,75,75.2,0.39,0.4,-0.39,143646,10232842,10,50
268,4.96,0,12,12,1.86,1,0,1,0,0,0,1,100,100,0,0,4.96,146844,12156515,10,0
348,2.22,1,12,9,0.72,0.7,-0.92,0.47,-0.85,0,0.67,1,75,75,0.37,0.32,2.13,149198,13220063,10,50
455,2.8,1,12,10,0.82,0.88,-0.14,0.57,-0.33,0,0.48,1,83.3,83.3,0.31,0.33,2.62,148672,17865743,10,0
448,1.73,1,12,8,0.67,0.76,-0.7,0.75,-0.7,0,0.62,1,83.3,71.3,0.42,0.39,1.69,148074,17940311,82,0
127,-0.48,1,12,3,0.72,0.81,-0.63,0.63,-0.7,0,0.62,1,91.7,75.2,0.39,0.36,-0.39,150226,10299521,10,20
140,-0.48,1,12,3,0.72,0.76,-0.64,0.54,-0.7,0,0.62,1,91.7,75.2,0.39,0.35,-0.39,150931,10423362,80,0
462,2.8,1,12,10,0.82,0.87,-0.14,0.57,-0.36,0,0.47,1,83.3,83.3,0.31,0.33,2.62,145552,18743080,80,50
398,2.8,1,12,10,0.82,0.87,-0.14,0.55,-0.33,0,0.47,1,83.3,83.3,0.31,0.33,2.62,143649,13814400,90,40
301,1.73,1,12,8,0.67,1.17,0.67,1.26,0.61,0,0.28,1,66.7,71.3,0.42,0.46,1.69,145436,12403563,82,10
221,4.96,0,12,12,1.86,1,0,1,0,0,0,1,100,100,0,0,4.96,148386,11391359,10,0
66,-3.24,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.24,144037,10203427,70,70
155,3.65,1,12,11,1.07,0.95,0.2,0.53,0.07,0,0.33,1,91.7,91.7,0.22,0.26,3.23,146328,10486151,10,80
75,1.73,1,12,8,0.67,0.93,-0.25,0.74,-0.33,0,0.51,1,83.3,71.3,0.42,0.39,1.69,144202,10223770,10,0
166,1.73,1,12,8,0.67,0.76,-0.7,0.71,-0.69,0,0.62,1,83.3,71.3,0.42,0.39,1.69,150931,10512748,82,10
284,0.45,1,12,5,0.65,0.79,-0.81,0.7,-0.93,0,0.66,1,83.3,70.9,0.45,0.39,0.47,152178,12228451,10,50
209,4.96,0,12,12,1.86,1,0,1,0,0,0,1,100,100,0,0,4.96,145601,11267437,82,0
269,2.22,1,12,9,0.72,1.16,0.73,2.56,1.57,0,-0.13,1,75,75,0.37,0.39,2.13,147247,12177318,80,10
97,-3.24,-1,12,0,1.87,0.83,-0.42,0.63,-0.5,0,0.61,1,100,100,0,0,-3.24,150263,10243046,80,40
435,4.96,0,12,12,1.86,1,0,1,0,0,0,1,100,100,0,0,4.96,147805,16614844,10,0
141,2.22,1,12,9,0.72,0.7,-0.92,0.5,-0.79,0,0.66,1,75,75,0.37,0.33,2.13,146866,10426183,82,0
62,-3.24,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.24,145303,10210040,82,0
315,2.8,1,12,10,0.82,0.83,-0.25,0.51,-0.39,0,0.51,1,83.3,83.3,0.31,0.32,2.62,148524,12645680,10,50
456,1.3,1,12,7,0.65,1,0.13,1,0.03,0,0.4,1,66.7,71.3,0.44,0.44,1.28,147433,18933734,80,0
6,3.65,1,12,11,1.07,0.87,0.1,0.43,-0.04,0,0.4,1,91.7,91.7,0.22,0.25,3.23,147158,9214542,70,0
215,-3.24,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.24,148386,11290986,82,0
65,-3.24,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.24,145078,10202285,82,0
25,2.8,1,12,10,0.82,0.83,-0.25,0.51,-0.39,0,0.51,1,83.3,83.3,0.31,0.32,2.62,149535,10142940,10,0
306,2.8,1,12,10,0.82,0.95,-0.05,0.59,-0.11,0,0.5,1,83.3,83.3,0.31,0.33,2.62,148527,12803685,82,0
306,4.96,0,12,12,1.86,1,0,1,0,0,0,1,100,100,0,0,4.96,147535,12494461,50,50
210,4.96,0,12,12,1.86,1,0,1,0,0,0,1,100,100,0,0,4.96,143158,11267437,74,0
201,-0.48,1,12,3,0.72,0.99,0.13,0.89,-0.18,0,0.39,1,75,75.2,0.39,0.41,-0.39,143320,11213566,10,50
39,2.22,1,12,9,0.72,0.56,-1.57,0.47,-1.62,0,0.8,1,100,75,0.37,0.32,2.13,150254,10168494,10,0
363,3.65,1,12,11,1.07,0.87,0.1,0.43,-0.04,0,0.4,1,91.7,91.7,0.22,0.25,3.23,149869,13272527,10,80
439,-3.24,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.24,144164,17316197,82,0
107,0.01,1,12,4,0.68,1.39,1.42,3.39,1.34,0,-0.06,1,50,72.7,0.43,0.49,0.06,146507,10288937,82,0
348,2.22,1,12,9,0.72,0.84,-0.42,0.62,-0.5,0,0.56,1,75,75,0.37,0.37,2.13,149866,13200526,82,0
257,-1.07,1,12,2,0.82,0.72,-0.51,0.43,-0.61,0,0.61,1,91.7,83.3,0.33,0.3,-0.89,148043,12022535,82,0
264,3.65,1,12,11,1.07,0.87,0.1,0.43,-0.04,0,0.4,1,91.7,91.7,0.22,0.25,3.23,152211,12059625,82,0
30,-3.24,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.24,149544,10153039,70,0
154,4.96,0,12,12,1.86,1,0,1,0,0,0,1,100,100,0,0,4.96,150883,10486151,10,0
10,0.01,1,12,4,0.68,0.81,-0.56,0.83,-0.25,0,0.57,1,83.3,72.7,0.43,0.38,0.06,146169,10127224,80,0
387,2.8,1,12,10,0.82,0.83,-0.25,0.51,-0.39,0,0.51,1,83.3,83.3,0.31,0.32,2.62,146745,13655647,10,0
392,2.22,1,12,9,0.72,0.66,-1.08,0.5,-0.87,0,0.69,1,75,75,0.37,0.33,2.13,149936,13693018,10,0
462,0.01,1,12,4,0.68,1.36,1.17,2.19,2.12,0,-0.1,1,58.3,72.7,0.43,0.47,0.06,149365,18933734,80,70
234,4.96,0,12,12,1.86,1,0,1,0,0,0,1,100,100,0,0,4.96,144529,11444517,10,0
181,2.8,1,12,10,0.82,0.76,-0.42,0.49,-0.44,0,0.55,1,83.3,83.3,0.31,0.31,2.62,143103,10981802,90,0
82,-3.24,-1,12,0,1.87,0.97,0.26,0.66,0.15,0,0.28,1,100,100,0,0,-3.24,143523,10229728,70,40
48,2.22,1,12,9,0.72,0.76,-0.7,0.54,-0.7,0,0.62,1,75,75,0.37,0.36,2.13,149615,10186522,10,60
468,1.3,1,12,7,0.65,1.63,1.91,1.74,2.16,0,-0.12,1,50,71.3,0.44,0.55,1.28,148605,20405545,82,80
79,-1.07,1,12,2,0.82,1,0.13,1,-0.25,0,0.38,1,83.3,83.3,0.33,0.37,-0.89,143320,10228144,82,0
