Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
123,1.2687,1,36,23,0.3713,0.93,-0.34,0.82,-0.62,0.0018,0.42,1,75,68.3,0.35,0.42,1.2543,148933,9466908,0,0
88,1.5541,1,36,25,0.3852,0.95,-0.37,0.81,-0.56,0.0019,0.42,1,80.6,72,0.33,0.39,1.6786,147875,7683685,10,0
105,3.2773,1,36,33,0.6187,0.9,-0.04,1.63,1.03,0.0022,0.3,1,91.7,91.7,0.2,0.26,3.1332,143699,9025693,40,20
153,4.4752,1,36,35,1.0234,0.93,0.23,0.35,-0.16,0.0023,0.27,1,97.2,97.2,0.12,0.16,4,143962,10099824,82,0
437,2.6655,1,36,31,0.5008,0.92,-0.18,0.88,-0.12,0.0021,0.31,1,86.1,86.1,0.25,0.31,2.5873,150680,18886078,10,0
307,5.7137,0,36,36,1.8371,1,0,1,0,0.0024,0,1,100,100,0,0,5.7137,144583,10606750,80,80
305,3.7326,1,36,34,0.7408,1.06,0.31,0.86,0.17,0.0022,0.14,1,94.4,94.4,0.17,0.23,3.5059,145204,10541306,50,0
42,0.609,1,36,18,0.36,1.55,2.56,1.74,3.31,0.0017,-0.12,1,50,65,0.38,0.51,0.6103,148926,7632967,10,0
59,-2.623,1,36,3,1.0344,0.85,0.06,0.17,-0.37,9e-4,0.32,1,97.2,97.2,0.17,0.14,-2.9151,148893,7661118,50,0
304,5.7137,0,36,36,1.8371,1,0,1,0,0.0024,0,1,100,100,0,0,5.7137,144583,10547177,82,0
414,-1.2677,1,36,8,0.4786,0.92,-0.1,2.17,2.98,0.0011,0.37,1,86.1,83.3,0.27,0.34,-0.642,143818,15579220,10,40
124,4.4752,1,36,35,1.0234,0.97,0.23,0.51,-0.07,0.0023,0.21,1,97.2,97.2,0.12,0.16,4,148997,9466908,80,70
127,2.9394,1,36,32,0.5478,0.93,0.01,1.63,1.03,0.0021,0.25,1,88.9,88.9,0.23,0.28,2.8365,149005,9673644,82,0
133,2.2255,1,36,29,0.4419,0.86,-0.3,0.6,-0.65,0.002,0.44,1,77.8,80.8,0.29,0.38,2.1757,145636,9842349,82,0
65,-4.637,-1,36,0,1.8457,1,0,1,0,0,0,1,100,100,0,0,-4.637,144858,7659067,80,80
59,1.2687,1,36,23,0.3713,1.09,0.8,1.59,1.22,0.0018,0.27,1,55.6,68.3,0.35,0.48,1.2543,148871,7655940,10,80
114,0.4792,1,36,17,0.3609,1.1,0.8,0.93,-0.26,0.0017,0.28,1,58.3,65.7,0.38,0.49,0.4834,148861,9450181,0,0
233,-4.637,-1,36,0,1.8457,1,0,1,0,0,0,1,100,100,0,0,-4.637,144365,10225269,50,0
308,5.7137,0,36,36,1.8371,1,0,1,0,0.0024,0,1,100,100,0,0,5.7137,147360,10637354,82,90
47,0.7385,1,36,19,0.3599,1.09,0.8,1.01,0.08,0.0017,0.31,1,58.3,64.7,0.37,0.49,0.7369,144397,7638736,40,10
413,-4.637,-1,36,0,1.8457,1,0,1,0,0,0,1,100,100,0,0,-4.637,147593,15579220,82,0
66,0.609,1,36,18,0.36,0.94,-0.59,0.91,-0.48,0.0017,0.43,1,63.9,65,0.38,0.45,0.6103,144593,7659067,10,0
