Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
28,0.8755,1,36,22,0.3612,1.3,2.35,1.22,1.87,0.0011,0.07,1,55.6,66.1,0.32,0.52,0.8634,148838,7617607,10,0
43,2.6465,1,36,32,0.5444,0.94,0.02,0.76,-0.27,0.0016,0.3,1,88.9,88.9,0.22,0.3,2.5426,144146,7642717,82,80
274,4.1698,1,36,35,1.0214,1.05,0.37,1.5,0.91,0.0016,-0.07,1,97.2,97.2,0.12,0.17,3.6922,149634,10341706,80,20
118,5.4038,0,36,36,1.8355,1.04,0.35,1.2,0.6,0.0027,0,1,100,100,0,0,5.4038,146456,9811494,10,0
291,5.4038,0,36,36,1.8355,0.99,0,0.48,-0.16,0.0027,0.29,1,100,100,0,0,5.4038,144426,10469745,90,50
91,1.4342,1,36,26,0.3906,0.9,-0.62,0.85,-0.87,0.0013,0.46,1,75,73.2,0.3,0.39,1.4058,148899,7679688,10,80
58,-3.4165,1,36,2,0.738,0.97,0.17,0.69,-0.41,7e-4,0.28,1,94.4,94.4,0.15,0.22,-2.9374,148931,7650957,10,70
130,3.4315,1,36,34,0.738,0.99,0.15,1.57,0.74,0.0016,0.05,1,94.4,94.4,0.16,0.22,3.2033,149634,9988378,80,0
297,3.4315,1,36,34,0.738,0.98,0.16,0.67,0.01,0.0016,0.22,1,94.4,94.4,0.16,0.22,3.2033,143270,10640916,80,50
337,1.7601,1,36,28,0.4185,0.9,-0.52,0.8,-0.76,0.0014,0.45,1,80.6,77.9,0.28,0.36,1.7187,150613,10926496,10,0
274,2.3763,1,36,31,0.4972,0.95,-0.08,0.59,-0.6,0.0016,0.37,1,86.1,86.1,0.24,0.32,2.2973,150786,10393072,10,0
191,2.3763,1,36,31,0.4972,0.87,-0.29,0.75,-0.56,0.0016,0.45,1,86.1,86.1,0.24,0.31,2.2973,143498,10202064,10,0
104,2.1462,1,36,30,0.4634,1.12,0.46,1.03,0.22,0.0015,0.14,1,83.3,83.3,0.25,0.4,2.0838,149556,9225439,0,0
40,-1.1961,1,36,3,0.4019,0.87,-0.91,0.8,-1.18,7e-4,0.54,1,77.8,75.6,0.28,0.43,-0.8121,143967,7628846,10,80
78,0.1208,1,36,16,0.3544,1.14,1.54,1.17,1.12,9e-4,0.14,1,52.8,63.7,0.32,0.5,0.1263,146402,7673973,10,50
78,2.1462,1,36,30,0.4634,1.01,0.14,1,0.07,0.0015,0.25,1,83.3,83.3,0.25,0.33,2.0838,147542,7672225,10,0
151,1.7601,1,36,28,0.4185,0.82,-0.74,0.72,-1.1,0.0014,0.52,1,80.6,77.9,0.28,0.36,1.7187,149531,10142819,10,60
213,1.144,1,36,24,0.3662,1.09,0.69,1.14,0.73,0.0012,0.15,1,58.3,68.8,0.31,0.49,1.1247,146523,10221565,82,80
151,2.6465,1,36,32,0.5444,0.94,-0.07,0.64,-0.54,0.0016,0.39,1,88.9,88.9,0.22,0.3,2.5426,144582,10142622,10,0
83,1.9433,1,36,29,0.4381,1.01,0.15,1.02,0.08,0.0015,0.3,1,80.6,80.7,0.25,0.36,2.0838,145339,7682484,10,0
264,2.1462,1,36,30,0.4634,0.79,-0.52,0.44,-0.97,0.0015,0.54,1,83.3,83.3,0.25,0.32,2.0838,150833,10288511,82,0
300,5.4038,0,36,36,1.8355,0.94,0.25,0.26,-0.16,0.0027,0.33,1,100,100,0,0,5.4038,144430,10640916,50,0
259,1.9433,1,36,29,0.4381,1.08,0.44,1.26,0.71,0.0015,0.11,1,80.6,80.5,0.27,0.39,1.8928,145353,10287809,10,0
187,1.4342,1,36,26,0.3906,1.09,0.59,1.08,0.45,0.0013,0.18,1,75,73.2,0.3,0.42,1.4058,144590,10189645,10,82
437,2.1462,1,36,30,0.4634,0.95,-0.1,0.8,-0.27,0.0015,0.29,1,83.3,83.3,0.25,0.35,2.0838,144861,19901283,43,70
251,-0.0056,1,36,15,0.3569,1.18,1.03,1.27,1.97,8e-4,-0.04,1,69.4,64.9,0.32,0.46,0.0029,149023,10276580,10,0
249,4.1698,1,36,35,1.0214,1.05,0.37,1.5,0.76,0.0016,-0.06,1,97.2,97.2,0.12,0.17,3.6922,146367,10280758,10,50
340,3.4315,1,36,34,0.738,1.06,0.31,1.02,0.09,0.0016,0.19,1,94.4,94.4,0.16,0.23,3.2033,151239,11015586,0,0
433,5.4038,0,36,36,1.8355,1,0,1,0,0.0027,0,1,100,100,0,0,5.4038,144632,19364393,82,0
150,4.1698,1,36,35,1.0214,1.02,0.31,1.07,0.25,0.0016,0.12,1,97.2,97.2,0.12,0.17,3.6922,149031,10143149,80,0
369,1.2857,1,36,25,0.3806,1,0.07,1,0.17,0.0013,0.31,1,69.4,71.4,0.31,0.43,1.2622,151871,12296007,0,0
289,4.1698,1,36,35,1.0214,1,0.31,0.68,0.12,0.0016,0.15,1,97.2,97.2,0.12,0.16,3.6922,148208,10547177,60,0
153,-0.8465,1,36,9,0.4019,1.1,0.55,1.31,0.66,7e-4,0.05,1,77.8,75.6,0.28,0.42,-0.8121,145616,10139362,82,10
386,2.6465,1,36,32,0.5444,1.1,0.38,1.15,0.4,0.0016,0.07,1,88.9,88.9,0.22,0.32,2.5426,148113,13643991,60,80
162,4.1698,1,36,35,1.0214,1.02,0.31,0.93,0.36,0.0016,0.13,1,97.2,97.2,0.12,0.17,3.6922,146891,10150552,82,10
426,-0.8465,1,36,9,0.4019,1.01,0.14,1,0.16,7e-4,0.28,1,77.8,75.6,0.28,0.43,-0.8121,149443,18849784,82,0
437,4.1698,1,36,35,1.0214,1.04,0.35,1.2,0.52,0.0016,0.1,1,97.2,97.2,0.12,0.17,3.6922,144463,19764146,10,82
373,-0.5424,1,36,11,0.3717,1.05,0.41,1.4,1.02,7e-4,0.07,1,69.4,68.8,0.3,0.46,-0.3824,151423,12295272,82,0
299,1.9433,1,36,29,0.4381,0.91,-0.2,0.8,-0.72,0.0015,0.42,1,80.6,80.5,0.27,0.37,1.8928,148243,10638008,10,10
288,4.1698,1,36,35,1.0214,1,0.31,0.79,0.12,0.0016,0.14,1,97.2,97.2,0.12,0.16,3.6922,146891,10474056,10,0
271,4.1698,1,36,35,1.0214,1,0.33,0.68,0.12,0.0016,0.13,1,97.2,97.2,0.12,0.16,3.6922,148999,10413944,82,10
163,1.9433,1,36,29,0.4381,1.04,0.25,0.9,0.02,0.0015,0.28,1,83.3,80.5,0.27,0.39,1.8928,150020,10147632,82,0
404,5.4038,0,36,36,1.8355,1,0,1,0,0.0027,0,1,100,100,0,0,5.4038,143471,16359062,10,0
309,2.3763,1,36,31,0.4972,0.9,-0.17,0.69,-0.62,0.0016,0.42,1,86.1,86.1,0.24,0.32,2.2973,151246,10741763,80,0
310,2.6465,1,36,32,0.5444,0.96,0.1,0.97,-0.09,0.0016,0.28,1,88.9,88.9,0.22,0.3,2.5426,150236,10719520,10,10
63,4.1698,1,36,35,1.0214,0.86,0.19,0.3,-0.4,0.0016,0.36,1,97.2,97.2,0.12,0.15,3.6922,144426,7663935,10,0
329,3.4315,1,36,34,0.738,1.05,0.3,0.92,0.01,0.0016,0.19,1,94.4,94.4,0.16,0.23,3.2033,151218,10897771,90,50
349,5.4038,0,36,36,1.8355,1,0,1,0,0.0027,0,1,100,100,0,0,5.4038,144399,11101938,90,50
172,2.3763,1,36,31,0.4972,1.06,0.37,1.15,0.4,0.0016,0.06,1,86.1,86.1,0.24,0.35,2.2973,151236,10170081,50,82
167,0.4946,1,36,19,0.3526,0.94,-0.16,0.95,-0.36,0.001,0.36,1,63.9,63.1,0.33,0.46,0.6139,143995,10149678,82,0
349,-0.4014,1,36,12,0.3796,0.71,-1.38,0.72,-1.29,7e-4,0.64,1,83.3,70.7,0.31,0.38,-0.519,150341,11168153,80,0
342,2.9805,1,36,33,0.6155,0.97,0.09,0.97,0.04,0.0016,0.22,1,91.7,91.7,0.19,0.27,2.8351,143964,11053011,82,0
257,0.1208,1,36,16,0.3544,1.13,1.34,1.16,0.89,9e-4,0.21,1,58.3,63.7,0.32,0.5,0.1263,147397,10293043,10,50
178,-3.4165,1,36,2,1.0221,0.93,0.19,0.26,-0.46,7e-4,0.4,1,97.2,97.2,0.11,0.16,-2.9374,149701,10169148,70,10
293,3.4315,1,36,34,0.738,0.94,-0.07,1.05,0.28,0.0016,0.24,1,94.4,94.4,0.16,0.22,3.2033,145716,10628118,50,0
174,-3.4165,1,36,2,0.738,0.96,0.16,0.6,-0.3,7e-4,0.28,1,94.4,94.4,0.15,0.22,-2.9374,143044,10169024,80,50
372,1.7601,1,36,28,0.4185,1.12,0.71,1.08,0.27,0.0014,0.14,1,69.4,77.9,0.28,0.45,1.7187,143935,11825146,10,0
308,3.4315,1,36,34,0.738,1.03,0.24,0.99,0.14,0.0016,0.13,1,94.4,94.4,0.16,0.23,3.2033,148978,10707808,10,0
290,4.1698,1,36,35,1.0214,1,0.31,0.79,0.12,0.0016,0.13,1,97.2,97.2,0.12,0.16,3.6922,149510,10556699,0,0
255,0.8755,1,36,22,0.3612,0.91,-0.67,0.85,-0.88,0.0011,0.45,1,75,66.1,0.32,0.45,0.8634,148964,10293043,10,10
108,-0.0056,1,36,15,0.3569,1.41,1.99,1.32,2.93,8e-4,-0.18,1,55.6,64.9,0.32,0.52,0.0029,150775,9466908,10,0
122,2.9805,1,36,33,0.6155,1.04,0.24,0.93,0.25,0.0016,0.12,1,91.7,91.7,0.19,0.29,2.8351,145150,9665781,10,0
