Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
316,4.82,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.82,149734,13177540,0,10
407,3.5,1,12,11,1.08,0.75,-0.03,0.33,-0.18,0,0.48,1,91.7,91.7,0.24,0.23,3.08,143802,14510871,82,0
22,1.12,1,12,7,0.66,1.21,0.77,1.18,0.69,0,0.23,1,66.7,69.9,0.45,0.49,1.1,149707,10168621,10,0
288,3.5,1,12,11,1.08,1.03,0.28,0.8,0.14,0,0.28,1,91.7,91.7,0.24,0.27,3.08,151713,12975974,10,0
325,2.05,1,12,9,0.72,0.67,-0.97,0.5,-0.66,0,0.65,1,83.3,76.3,0.38,0.32,1.95,150378,13212672,10,0
92,0.69,1,12,6,0.65,0.88,-0.49,0.83,-0.35,0,0.59,1,75,70.6,0.46,0.41,0.69,147077,10455280,10,0
102,-3.47,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.47,147130,10501932,80,0
34,3.5,1,12,11,1.08,1.24,0.59,7.66,2.01,0,-0.21,1,91.7,91.7,0.24,0.31,3.08,149567,10192085,10,0
479,2.64,1,12,10,0.82,1.03,0.22,0.8,0.07,0,0.33,1,83.3,83.3,0.33,0.36,2.46,150060,19571186,82,0
470,4.82,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.82,148045,19188447,82,10
251,3.5,1,12,11,1.08,0.77,-0.03,0.33,-0.18,0,0.48,1,91.7,91.7,0.24,0.23,3.08,143553,12327077,82,0
429,-3.47,-1,12,0,1.87,1.5,1.32,3.29,2.54,0,-0.18,1,100,100,0,0,-3.47,148262,16146751,82,0
177,1.56,1,12,8,0.68,1.37,1.27,1.46,1.17,0,0.13,1,50,72.3,0.42,0.52,1.51,151818,11443200,10,80
7,-2.15,1,12,1,1.08,0.9,0.13,0.43,-0.04,0,0.4,1,91.7,91.7,0.25,0.25,-1.73,149571,10142312,10,80
212,3.5,1,12,11,1.08,1.09,0.38,0.7,0.17,0,0.19,1,91.7,91.7,0.24,0.28,3.08,151315,12103675,10,0
482,-0.18,1,12,4,0.68,1.24,0.77,1.68,1.51,0,-0.06,1,66.7,73.2,0.44,0.47,-0.13,150673,19679750,10,80
46,3.5,1,12,11,1.08,0.77,-0.05,0.33,-0.18,0,0.48,1,91.7,91.7,0.24,0.23,3.08,145354,10238964,10,0
268,2.64,1,12,10,0.82,1.17,0.47,1.23,0.61,0,0.18,1,83.3,83.3,0.33,0.39,2.46,145625,12828068,82,60
108,2.64,1,12,10,0.82,0.9,-0.01,0.56,-0.18,0,0.4,1,83.3,83.3,0.33,0.32,2.46,151380,10615857,10,80
298,3.5,1,12,11,1.08,0.75,-0.03,0.33,-0.18,0,0.48,1,91.7,91.7,0.24,0.23,3.08,143054,13056522,10,0
277,0.69,1,12,6,0.65,0.95,-0.02,0.87,-0.14,0,0.48,1,75,70.6,0.46,0.43,0.69,148434,12959472,50,50
77,1.56,1,12,8,0.68,0.99,-0.09,1.06,0.18,0,0.46,1,66.7,72.3,0.42,0.42,1.51,144351,10298134,10,0
442,3.5,1,12,11,1.08,0.83,-0.05,0.33,-0.18,0,0.48,1,91.7,91.7,0.24,0.23,3.08,143511,16343581,82,0
5,-2.15,1,12,1,1.08,1.3,0.76,2.55,1.23,0,-0.28,1,91.7,91.7,0.25,0.3,-1.73,149506,10086005,10,80
163,1.56,1,12,8,0.68,1.01,0.2,0.69,-0.25,0,0.4,1,58.3,72.3,0.42,0.4,1.51,144189,11403837,82,0
77,1.56,1,12,8,0.68,0.99,-0.05,0.87,-0.15,0,0.47,1,75,72.3,0.42,0.42,1.51,151387,10290370,10,0
237,3.5,1,12,11,1.08,0.9,0.14,0.44,-0.03,0,0.38,1,91.7,91.7,0.24,0.25,3.08,152237,12256862,82,0
154,2.64,1,12,10,0.82,0.98,0.12,0.69,-0.08,0,0.39,1,83.3,83.3,0.33,0.35,2.46,146561,11370602,82,0
442,3.5,1,12,11,1.08,0.83,-0.05,0.33,-0.18,0,0.48,1,91.7,91.7,0.24,0.23,3.08,148041,16301528,82,0
262,3.5,1,12,11,1.08,1.01,0.28,0.6,0.14,0,0.28,1,91.7,91.7,0.24,0.27,3.08,152197,12377406,90,0
142,2.05,1,12,9,0.72,0.89,-0.31,0.66,-0.38,0,0.54,1,83.3,76.3,0.38,0.38,1.95,150907,11268689,82,0
467,0.27,1,12,5,0.66,0.92,-0.16,0.73,-0.45,0,0.51,1,66.7,71.8,0.45,0.41,0.29,146856,18406556,82,0
134,0.69,1,12,6,0.65,1.29,0.93,0.95,0.32,0,0.26,1,50,70.6,0.46,0.49,0.69,144351,11249331,82,0
168,2.05,1,12,9,0.72,1.53,1.75,1.92,1.7,0,0.08,1,58.3,76.3,0.38,0.53,1.95,144189,11385278,10,50
180,2.64,1,12,10,0.82,0.93,-0.01,0.74,-0.01,0,0.4,1,83.3,83.3,0.33,0.33,2.46,152189,11443200,82,0
333,4.82,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.82,146101,13447645,60,50
171,-2.15,1,12,1,1.08,1,0.14,0.6,-0.08,0,0.28,1,91.7,91.7,0.25,0.27,-1.73,148442,11436417,82,0
480,-2.15,1,12,1,1.08,1,0.24,0.6,0.07,0,0.28,1,91.7,91.7,0.25,0.27,-1.73,147644,19571186,82,0
186,2.64,1,12,10,0.82,0.83,-0.12,0.52,-0.18,0,0.46,1,83.3,83.3,0.33,0.32,2.46,151773,11485698,82,0
302,2.05,1,12,9,0.72,0.72,-0.68,0.54,-0.59,0,0.64,1,83.3,76.3,0.38,0.35,1.95,149177,13119494,82,0
269,3.5,1,12,11,1.08,1.17,0.47,1.21,0.62,0,0.06,1,91.7,91.7,0.24,0.29,3.08,143240,12887870,10,70
225,2.05,1,12,9,0.72,0.59,-1.36,0.43,-0.96,0,0.75,1,83.3,76.3,0.38,0.31,1.95,152248,12146242,10,80
243,2.05,1,12,9,0.72,0.59,-1.29,0.42,-0.96,0,0.73,1,83.3,76.3,0.38,0.31,1.95,144203,12308471,82,0
413,3.5,1,12,11,1.08,0.98,0.14,0.6,-0.08,0,0.38,1,91.7,91.7,0.24,0.25,3.08,143288,14510871,10,50
70,-3.47,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.47,144068,10276327,40,90
254,4.82,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.82,146106,12328642,10,80
173,-2.15,1,12,1,1.08,1,0.13,0.6,-0.08,0,0.28,1,91.7,91.7,0.25,0.27,-1.73,146047,11467630,82,80
447,2.05,1,12,9,0.72,0.77,-0.42,0.56,-0.49,0,0.57,1,83.3,76.3,0.38,0.34,1.95,145238,16843347,10,10
461,4.82,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.82,148045,17630681,40,70
129,4.82,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.82,146448,11249331,70,80
301,2.05,1,12,9,0.72,0.59,-1.29,0.42,-0.96,0,0.73,1,83.3,76.3,0.38,0.31,1.95,150030,13056522,82,10
411,2.64,1,12,10,0.82,0.77,-0.42,0.46,-0.49,0,0.57,1,83.3,83.3,0.33,0.3,2.46,147657,14454696,10,0
99,1.56,1,12,8,0.68,0.69,-1.09,0.57,-0.98,0,0.7,1,83.3,72.3,0.42,0.35,1.51,150927,10492437,10,0
306,1.56,1,12,8,0.68,1.16,0.52,0.97,0.28,0,0.37,1,58.3,72.3,0.42,0.44,1.51,144775,13085131,80,0
374,-3.47,-1,12,0,1.87,1,0,1,0,0,0,1,100,100,0,0,-3.47,150525,14156628,82,0
308,2.05,1,12,9,0.72,1.07,0.32,0.83,-0.15,0,0.37,1,66.7,76.3,0.38,0.4,1.95,150556,13062794,82,0
153,4.82,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.82,143793,11354690,10,50
81,1.56,1,12,8,0.68,0.84,-0.34,0.66,-0.44,0,0.51,1,66.7,72.3,0.42,0.38,1.51,150355,10364226,10,0
413,3.5,1,12,11,1.08,0.77,-0.05,0.33,-0.18,0,0.48,1,91.7,91.7,0.24,0.23,3.08,143802,14452413,82,0
128,0.69,1,12,6,0.65,0.9,-0.19,0.73,-0.35,0,0.51,1,75,70.6,0.46,0.4,0.69,145326,11183209,10,50
5,-1.27,1,12,2,0.83,1.54,1.32,3.29,2.49,0,-0.25,1,58.3,83.3,0.34,0.49,-1.1,143514,9471871,10,40
388,4.82,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.82,144007,14226170,10,0
38,1.12,1,12,7,0.66,1.44,1.52,1.72,1.38,0,0.08,1,58.3,69.9,0.45,0.52,1.1,150157,10191941,10,80
402,4.82,0,12,12,1.87,1,0,1,0,0,0,1,100,100,0,0,4.82,143213,14325411,10,0
303,2.64,1,12,10,0.82,1.03,0.22,0.78,0.07,0,0.33,1,83.3,83.3,0.33,0.36,2.46,148053,13062794,10,0
451,2.64,1,12,10,0.82,0.77,-0.61,0.46,-0.5,0,0.6,1,83.3,83.3,0.33,0.3,2.46,151186,16890116,10,60
48,0.69,1,12,6,0.65,1.07,0.36,1.05,0.34,0,0.37,1,58.3,70.6,0.46,0.46,0.69,149707,10233334,70,0
196,-2.15,1,12,1,1.08,0.98,0.13,0.6,-0.08,0,0.39,1,91.7,91.7,0.25,0.25,-1.73,152197,11498943,82,0
