Entry,Theta,Status,Count,RawScore,SE,Infit,Infit_Z,Outfit,Outfit_Z,Displacement,PointMeasureCorr,Weight,ObservMatch,ExpectMatch,PointMeasureExpected,RMSR,WMLE,testeventid,ssid,asmtprmrydsbltycd,asmtscndrydsbltycd
363,0.7612,1,36,15,0.367,0.76,-1.87,0.68,-1.64,3e-4,0.63,1,80.6,68.7,0.39,0.39,0.7707,150035,13298453,80,60
395,2.4199,1,36,26,0.407,0.99,0.08,0.88,-0.42,3e-4,0.37,1,77.8,75.7,0.32,0.41,2.5514,144626,13739689,10,0
366,3.4883,1,36,33,0.4998,1.08,0.41,1.02,0.16,2e-4,0.17,1,86.1,86.1,0.29,0.35,3.1376,147863,13380559,70,0
331,1.8209,1,36,23,0.3721,1.06,0.5,1.02,0.15,3e-4,0.32,1,58.3,68,0.36,0.47,1.8071,149494,12951692,10,0
407,2.2593,1,36,26,0.395,0.92,-0.59,0.79,-0.74,3e-4,0.48,1,77.8,73.5,0.33,0.41,2.2323,150028,14350971,10,50
238,0.0354,1,36,10,0.4012,1.21,0.93,1.54,2.06,2e-4,0.12,1,69.4,74.9,0.37,0.42,0.0633,150632,11450665,90,0
65,1.9615,1,36,24,0.378,1.45,2.03,1.82,2.06,3e-4,-0.27,1,55.6,69.5,0.35,0.53,1.9438,150022,10207953,10,0
72,0.6252,1,36,14,0.371,1.71,4.35,1.76,3.3,2e-4,-0.29,1,38.9,69.4,0.39,0.59,0.6377,144903,10217703,10,0
134,-0.1304,1,36,9,0.4137,1.01,0.1,0.92,-0.33,2e-4,0.4,1,80.6,76.8,0.36,0.4,-0.0969,150839,10383344,82,0
404,0.3418,1,36,12,0.3829,0.9,-0.5,0.84,-0.74,2e-4,0.5,1,80.6,71.5,0.38,0.43,0.361,147891,14253879,10,82
424,0.7612,1,36,15,0.367,1.07,0.53,1.1,0.45,3e-4,0.32,1,63.9,68.7,0.39,0.48,0.7707,148822,15630781,82,0
79,-2.789,1,36,1,1.028,0.86,-0.06,0.23,-0.59,4e-4,0.47,1,97.2,97.2,0.15,0.16,-2.3155,149643,10217703,0,0
38,-4.0313,-1,36,0,1.8405,1,0,1,0,-7e-4,0,1,100,100,0,0,-4.0313,145371,10167447,82,0
198,-4.0313,-1,36,0,1.8405,1,0,1,0,-7e-4,0,1,100,100,0,0,-4.0313,147522,11210729,82,0
49,1.1572,1,36,18,0.3612,1.04,0.3,1.02,0.16,3e-4,0.31,1,66.7,66.5,0.38,0.47,1.1584,147347,10197230,82,0
223,0.6252,1,36,14,0.371,1.34,2.11,1.44,1.79,2e-4,-0.01,1,52.8,69.4,0.39,0.53,0.6377,150884,11373970,82,40
353,1.6842,1,36,22,0.3676,1.08,0.63,1.07,0.45,3e-4,0.31,1,58.3,66.9,0.36,0.48,1.6738,145369,13154524,80,0
178,-0.9523,1,36,6,0.5074,0.72,-0.8,0.38,-1.15,1e-4,0.51,1,86.1,86.1,0.32,0.33,-0.8755,150268,10649670,82,0
48,0.0354,1,36,10,0.4012,1.26,1.04,1.56,2.22,2e-4,0.05,1,66.7,74.9,0.37,0.43,0.0633,143521,10197419,80,20
113,0.3418,1,36,12,0.3829,1,0.03,0.98,0,2e-4,0.35,1,72.2,71.5,0.38,0.45,0.361,145444,10288201,10,0
